,old_id,new_id,confidence,changed
0,720575940626730883,720575940626730883,1.0,False
1,720575940646952324,720575940640325429,0.98,True
2,720575940620918789,720575940620918789,1.0,False
3,720575940621157645,720575940621157645,1.0,False
4,720575940631319311,720575940631319311,1.0,False
5,720575940620300308,720575940620300308,1.0,False
6,720575940615043222,720575940615043222,1.0,False
7,720575940623019544,720575940623019544,1.0,False
8,720575940612603289,720575940612603289,1.0,False
9,720575940621519130,720575940621519130,1.0,False
10,720575940620380449,720575940620380449,1.0,False
11,720575940614730914,720575940614730914,1.0,False
12,720575940620711334,720575940620711334,1.0,False
13,720575940629327659,720575940629327659,1.0,False
14,720575940630135084,720575940630135084,1.0,False
15,720575940610069550,720575940610069550,1.0,False
16,720575940609488942,720575940609488942,1.0,False
17,720575940625826096,720575940615251251,1.0,True
18,720575940635552948,720575940635552948,1.0,False
19,720575940647228468,720575940647228468,1.0,False
20,720575940617947702,720575940617947702,1.0,False
21,720575940630868281,720575940630868281,1.0,False
22,720575940625447994,720575940625447994,1.0,False
23,720575940620440129,720575940628805448,1.0,True
24,720575940629511491,720575940623153788,1.0,True
25,720575940631498563,720575940631498563,1.0,False
26,720575940637803334,720575940634140883,0.99,True
27,720575940625502666,720575940625502666,1.0,False
28,720575940630085583,720575940630085583,1.0,False
29,720575940633170899,720575940610439363,1.0,True
30,720575940609097429,720575940609097429,1.0,False
31,720575940615808342,720575940615808342,1.0,False
32,720575940637607646,720575940637607646,1.0,False
33,720575940638204132,720575940638204132,1.0,False
34,720575940624874983,720575940624874983,1.0,False
35,720575940627432680,720575940627432680,1.0,False
36,720575940628577897,720575940628577897,1.0,False
37,720575940614403178,720575940614403178,1.0,False
38,720575940623860202,720575940627787609,1.0,True
39,720575940612364530,720575940640978048,1.0,True
40,720575940629777018,720575940629777018,1.0,False
41,720575940615659521,720575940615659521,1.0,False
42,720575940617936897,720575940626901136,1.0,True
43,720575940607971337,720575940607971337,1.0,False
44,720575940608716809,720575940608716809,1.0,False
45,720575940608188427,720575940608188427,1.0,False
46,720575940628209680,720575940642545883,1.0,True
47,720575940626665489,720575940626665489,1.0,False
48,720575940646764579,720575940646764579,1.0,False
49,720575940644659236,720575940644659236,1.0,False
50,720575940621586473,720575940621586473,1.0,False
51,720575940629438508,720575940629438508,1.0,False
52,720575940631609391,720575940631609391,1.0,False
53,720575940612014131,720575940612014131,1.0,False
54,720575940613099571,720575940640140733,1.0,True
55,720575940632043576,720575940632043576,1.0,False
56,720575940631662648,720575940631662648,1.0,False
57,720575940616548416,720575940616548416,1.0,False
58,720575940615082050,720575940608145026,1.0,True
59,720575940630839371,720575940630839371,1.0,False
60,720575940621946956,720575940621121159,0.98,True
61,720575940617904208,720575940617904208,1.0,False
62,720575940617990228,720575940617990228,1.0,False
63,720575940637966424,720575940637966424,1.0,False
64,720575940636606554,720575940636606554,1.0,False
65,720575940621021278,720575940621021278,1.0,False
66,720575940618870881,720575940618870881,1.0,False
67,720575940610236514,720575940610236514,1.0,False
68,720575940622540899,720575940622540899,1.0,False
69,720575940630290536,720575940630290536,1.0,False
70,720575940642926702,720575940642926702,1.0,False
71,720575940636610671,720575940636610671,1.0,False
72,720575940645556334,720575940645556334,1.0,False
73,720575940637667443,720575940637667443,1.0,False
74,720575940628467830,720575940628467830,1.0,False
75,720575940628398202,720575940628398202,1.0,False
76,720575940659703937,720575940659703937,1.0,False
77,720575940660269185,720575940660269185,1.0,False
78,720575940645032068,720575940645032068,1.0,False
79,720575940621181066,720575940621181066,1.0,False
80,720575940622594186,720575940622594186,1.0,False
81,720575940617052305,720575940645693476,0.98,True
82,720575940616396945,720575940620632369,1.0,True
83,720575940623556755,720575940623556755,1.0,False
