,Neuron name,Current Root ID Spring 2023,id
509,PVLP_pr03_L2,720575940622409983,720575940622409983
510,PVLP_pr03_L3,720575940630131062,720575940615205427
511,PVLP_pr03_L4,720575940630548035,720575940630548035
512,PVLP_pr03_L5,720575940654167201,720575940654167201
513,PVLP_pr03_L6,720575940626583056,720575940626583056
514,PVLP_pr03_L7,720575940610653462,720575940610653462
515,PVLP_pr03_L8,720575940611812527,720575940611812527
516,PVLP_pr03_L9,720575940625194558,720575940625194558
517,put_PVLP_pr03_L1,720575940625600284,720575940625600284
518,put_PVLP_pr03_L2,720575940621730910,720575940621730910
519,put_PVLP_pr03_L3,720575940605074278,720575940605074278
520,PVLP_pr03_R1,720575940641031899,720575940636573108
521,PVLP_pr03_R2,720575940630637330,720575940630637330
522,PVLP_pr03_R3,720575940622304243,720575940622304243
523,PVLP_pr03_R4,720575940636533574,720575940636533574
524,PVLP_pr03_R5,720575940619655616,720575940619655616
525,PVLP_pr03_R6,720575940614009542,720575940614009542
526,PVLP_pr03_R7,720575940643826212,720575940643826212
527,PVLP_pr03_R8,720575940628118683,720575940628118683
528,PVLP_pr03_R9,720575940624698170,720575940624698170
529,put_PVLP_pr03_R1,720575940628538732,720575940628538732
530,put_PVLP_pr03_R2,720575940617255709,720575940613824370
531,put_PVLP_pr03_R3,720575940621149737,720575940631947095
532,put_PVLP_pr03_R4,720575940620708109,720575940620708109
533,put_PVLP_pr03_R5,720575940623808520,720575940623808520
534,SAD_pr01_L,720575940624571116,720575940624571116
535,SAD_pr01_R,720575940644488727,720575940644488727
536,AVLP_pr35_L,720575940612409494,720575940612409494
537,AVLP_pr35_R,720575940626196313,720575940626196313
538,vpoEN_L1,720575940619415679,720575940619415679
539,vpoEN_L2,720575940632385943,720575940632385943
540,vpoEN_R1,720575940635403230,720575940635403230
541,vpoEN_R2,720575940634829168,720575940634829168
542,vpoIN_L1,720575940628256763,720575940628256763
543,vpoIN_L2,720575940614752395,720575940614752395
544,vpoIN_L3,720575940618851425,720575940618851425
545,vpoIN_L4,720575940612403427,720575940612403427
546,vpoIN_L5,720575940628528377,720575940628528377
547,vpoIN_L6,720575940636705502,720575940636705502
548,vpoIN_L7,720575940618812888,720575940618812888
549,vpoIN_L8,720575940628542807,720575940628542807
550,put_vpoIN_L1,720575940616727782,720575940616727782
551,put_vpoIN_L2,720575940620076415,720575940620076415
552,put_vpoIN_L3,720575940611538126,720575940611538126
553,put_vpoIN_L4,720575940617385176,720575940617385176
554,put_vpoIN_L5,720575940623360440,720575940623360440
555,vpoIN_R1,720575940623256202,720575940623256202
556,vpoIN_R2,720575940615894877,720575940615894877
557,vpoIN_R3,720575940615200059,720575940615200059
558,vpoIN_R4,720575940638054719,720575940638054719
559,vpoIN_R5,720575940632392599,720575940632392599
560,vpoIN_R6,720575940629199146,720575940629199146
561,pMN1_L,720575940634813295,720575940624463242
562,pMN1_R,720575940644300323,720575940644300323
563,put_pMN1_R,720575940644300323,720575940644300323
564,pMN2_L,720575940613170498,720575940613170498
565,pMN2_R,720575940628053820,720575940627496829
566,pC2la_L1,720575940636910825,720575940636910825
567,pC2la_L2,720575940627670032,720575940627670032
568,pC2la_L3,720575940623855397,720575940623855397
569,pC2la_L4,720575940610455781,720575940610455781
570,pC2la_L5,720575940621431492,720575940621431492
571,pC2la_L6,720575940634545294,720575940634545294
572,pC2la_L7,720575940630344396,720575940630344396
573,pC2la_R1,720575940632522848,720575940632522848
574,pC2la_R2,720575940619302640,720575940619302640
575,pC2la_R3,720575940630057979,720575940630057979
576,pC2la_R4,720575940621706987,720575940619675712
577,pC2lb_L1,720575940638095293,720575940638095293
578,pC2lb_L2,720575940611298483,720575940618475101
579,pC2lb_L3,720575940631179807,720575940631179807
580,pC2lb_L4,720575940626793831,720575940626793831
581,pC2lb_R1,720575940623725972,720575940623725972
582,pC2lb_R2,720575940633300148,720575940633300148
583,pC2lb_R3,720575940640176848,720575940640176848
584,pC2lb_R4,720575940640992731,720575940640992731
585,pC2lb_R5,720575940611401709,720575940611401709
586,pC2lc_R1,720575940642718318,720575940620931348
587,pC2lc_R2,720575940628719375,720575940628719375
588,pC2lc_R3,720575940629407020,720575940629407020
589,pC2ld_R,720575940629017591,720575940629017591
590,pC1d_L,720575940620356545,720575940620356545
591,pC1d_R,720575940620943201,720575940646518382
592,pC1e_L,720575940618364480,720575940618364480
593,pC1e_R,720575940634866586,720575940634866586
594,JO-A_R1,720575940625227672,720575940625227672
595,JO-A_R2,720575940623840589,720575940623840589
596,JO-A_R3,720575940626522620,720575940626522620
597,JO-A_R4,720575940623189799,720575940623189799
598,JO-A_R5,720575940630018115,720575940630018115
599,JO-A_R6,720575940621340429,720575940621340429
600,JO-A_R7,720575940625917386,720575940625917386
601,JO-A_R8,720575940621110454,720575940621110454
602,JO-A_R9,720575940627046010,720575940627046010
603,JO-A_R10,720575940630017603,720575940630017603
604,JO-A_R11,720575940627195691,720575940627195691
605,JO-A_R12,720575940638256949,720575940638256949
606,JO-A_R13,720575940627442197,720575940627442197
607,JO-A_R14,720575940631156431,720575940631156431
608,JO-A_R15,720575940617534110,720575940617534110
609,JO-A_R16,720575940608457483,720575940608457483
610,JO-A_R17,720575940627142666,720575940627142666
611,JO-A_R18,720575940622591049,720575940622591049
612,JO-A_R19,720575940620649641,720575940620649641
613,JO-A_R20,720575940620322753,720575940620322753
614,JO-A_R21,720575940621464344,720575940621464344
615,JO-A_R22,720575940627538947,720575940627538947
616,JO-A_R23,720575940614544582,720575940614544582
617,JO-A_R24,720575940619508033,720575940619508033
618,JO-A_R25,720575940629450366,720575940629450366
619,JO-A_R26,720575940607059122,720575940607059122
620,JO-A_R27,720575940633057943,720575940633057943
621,JO-A_R28,720575940608554052,720575940608554052
622,JO-A_R29,720575940628769239,720575940628769239
623,JO-A_R30,720575940618770625,720575940618770625
624,JO-A_R31,720575940624670759,720575940624670759
625,JO-A_R32,720575940606612937,720575940606612937
626,JO-A_R33,720575940626242191,720575940626242191
627,JO-A_R34,720575940634414959,720575940634414959
628,JO-A_R35,720575940629044071,720575940629044071
629,JO-A_R36,720575940632669741,720575940632669741
630,JO-A_R37,720575940620745825,720575940620745825
631,JO-A_R38,720575940607367125,720575940607367125
632,JO-A_R39,720575940628356358,720575940628356358
633,JO-A_R40,720575940642163341,720575940642163341
634,JO-A_R41,720575940611177586,720575940611177586
635,JO-A_R42,720575940618056753,720575940618056753
636,JO-A_R43,720575940619694512,720575940619694512
637,JO-A_R44,720575940613682911,720575940613682911
638,JO-A_R45,720575940614927989,720575940614927989
639,JO-B_R1,720575940610028868,720575940610028868
640,JO-B_R2,720575940625624464,720575940625624464
641,JO-B_R3,720575940631915219,720575940631915219
642,JO-B_R4,720575940615222201,720575940615222201
643,JO-B_R5,720575940613956767,720575940613956767
644,JO-B_R6,720575940643418990,720575940643418990
645,JO-B_R7,720575940624562618,720575940624562618
646,JO-B_R8,720575940621722111,720575940621722111
647,JO-B_R9,720575940634781594,720575940634781594
648,JO-B_R10,720575940613776962,720575940613776962
649,JO-B_R11,720575940604274622,720575940604274622
650,JO-B_R12,720575940626257736,720575940626257736
651,JO-B_R13,720575940620422938,720575940620422938
652,JO-B_R14,720575940606619081,720575940606619081
653,JO-B_R15,720575940637919551,720575940637919551
654,JO-B_R16,720575940626693894,720575940626693894
655,JO-B_R17,720575940640169947,720575940640169947
656,JO-B_R18,720575940625049945,720575940625049945
657,JO-B_R19,720575940614205708,720575940614205708
658,JO-B_R20,720575940615860061,720575940615860061
659,JO-B_R21,720575940627304963,720575940627304963
660,JO-B_R22,720575940624594276,720575940624594276
661,JO-B_R23,720575940618856896,720575940618856896
662,JO-B_R24,720575940626726021,720575940626726021
663,JO-B_R25,720575940636537663,720575940636537663
664,JO-B_R26,720575940622344216,720575940622344216
665,JO-B_R27,720575940619447105,720575940619447105
666,JO-B_R28,720575940632229457,720575940632229457
667,JO-B_R29,720575940613006590,720575940613006590
668,JO-B_R30,720575940634892389,720575940634892389
669,JO-B_R31,720575940623292925,720575940623292925
670,JO-B_R32,720575940604531229,720575940604531229
671,JO-B_R33,720575940632466784,720575940632466784
672,JO-B_R34,720575940613127314,720575940613127314
673,JO-B_R35,720575940612409885,720575940612409885
674,JO-B_R36,720575940632692378,720575940632692378
675,JO-B_R37,720575940638636533,720575940638636533
676,JO-B_R38,720575940612235439,720575940612235439
677,JO-B_R39,720575940609934365,720575940609934365
678,JO-B_R40,720575940625587970,720575940625587970
679,JO-B_R41,720575940600433181,720575940600433181
680,JO-B_R42,720575940620516846,720575940620516846
681,JO-B_R43,720575940616428884,720575940616428884
682,JO-B_R44,720575940609816014,720575940609816014
683,JO-B_R45,720575940610341525,720575940610341525
