,Neuron name,Current Root ID Spring 2023,id
434,IPS_pr01_R2,720575940609630357,720575940609630357
435,IPS_pr01_R3,720575940617575760,720575940617575760
436,IPS_pr01_R4,720575940618292416,720575940618292416
437,put_IPS_pr01_R1,720575940620840669,720575940616708108
438,put_IPS_pr01_R2,720575940619233812,720575940619233812
439,put_IPS_pr01_R3,720575940625344529,720575940625344529
440,put_IPS_pr01_R4,720575940625779655,720575940625779655
441,put_IPS_pr01_R5,720575940619679356,720575940619679356
442,AVLP_pr11_L1,720575940622519773,720575940622519773
443,AVLP_pr11_L2,720575940628102876,720575940628102876
444,AVLP_pr11_L3,720575940617073113,720575940617073113
445,AVLP_pr11_L4,720575940624574100,720575940624574100
446,AVLP_pr11_L5,720575940617852470,720575940622998021
447,AVLP_pr11_L6,720575940626774037,720575940626774037
448,put_AVLP_pr11_L1,720575940611244530,720575940611244530
449,put_AVLP_pr11_L2,720575940609365828,720575940609365828
450,put_AVLP_pr11_L3,720575940625844738,720575940625844738
451,put_AVLP_pr11_L4,720575940629142650,720575940629142650
452,AVLP_pr11_R1,720575940620622984,720575940616783833
453,AVLP_pr11_R2,720575940640631248,720575940640631248
454,AVLP_pr11_R3,720575940634371685,720575940634371685
455,AVLP_pr11_R4,720575940622860680,720575940622860680
456,AVLP_pr11_R5,720575940627239482,720575940627239482
457,AVLP_pr11_R6,720575940634762394,720575940634762394
458,AVLP_pr11_R7,720575940618184773,720575940618184773
459,AVLP_pr11_R8,720575940623414781,720575940623414781
460,AVLP_pr11_R9,720575940621002083,720575940641701328
461,put_AVLP_pr11_R1,720575940612898797,720575940612898797
462,put_AVLP_pr11_R2,720575940619318321,720575940619318321
463,put_AVLP_pr11_R3,720575940622228173,720575940622228173
464,put_AVLP_pr11_R4,720575940624012105,720575940613039795
465,put_AVLP_pr11_R5,720575940617939797,720575940617939797
466,WED_pr02_L1,720575940620738799,720575940620738799
467,WED_pr02_L2,720575940625887631,720575940625887631
468,WED_pr02_L3,720575940654490785,720575940654490785
469,WED_pr02_L4,720575940627378476,720575940627378476
470,WED_pr02_L5,720575940616211013,720575940616211013
471,WED_pr02_L6,720575940615930299,720575940615930299
472,put_WED_pr02_L1,720575940612273575,720575940612273575
473,put_WED_pr02_L2,720575940616086411,720575940616086411
474,put_WED_pr02_L3,720575940634631342,720575940634631342
475,put_WED_pr02_L4,720575940605308082,720575940605308082
476,put_WED_pr02_L5,720575940606743170,720575940606743170
477,put_WED_pr02_L6,720575940629592119,720575940629592119
478,put_WED_pr02_L7,720575940622065622,720575940622065622
479,put_WED_pr02_L8,720575940610088883,720575940610088883
480,put_WED_pr02_L9,720575940631328738,720575940631328738
481,put_WED_pr02_L10,720575940635749751,720575940635749751
482,WED_pr02_R1,720575940632998136,720575940632998136
483,WED_pr02_R2,720575940639695568,720575940639695568
484,WED_pr02_R3,720575940637410394,720575940637410394
485,WED_pr02_R4,720575940621146771,720575940621146771
486,WED_pr02_R5,720575940630258003,720575940630258003
487,WED_pr02_R6,720575940633044634,720575940633044634
488,WED_pr02_R7,720575940624134296,720575940624134296
489,WED_pr02_R8,720575940627218882,720575940627218882
490,WED_pr02_R9,720575940623688119,720575940623688119
491,WED_pr02_R10,720575940629938487,720575940629938487
492,WED_pr02_R11,720575940660314241,720575940660314241
493,WED_pr02_R12,720575940628267264,720575940628267264
494,WED_pr02_R13,720575940630749523,720575940630749523
495,put_WED_pr02_R1,720575940612078511,720575940612078511
496,put_WED_pr02_R2,720575940635981742,720575940635981742
497,put_WED_pr02_R3,720575940602380768,720575940602380768
498,put_WED_pr02_R4,720575940627096232,720575940627096232
499,put_WED_pr02_R5,720575940631535073,720575940631535073
500,put_WED_pr02_R6,720575940633401199,720575940633401199
501,put_WED_pr02_R7,720575940634299071,720575940634299071
502,put_WED_pr02_R8,720575940651593974,720575940651593974
503,IPS_pr02_L,720575940610116581,720575940610116581
504,IPS_pr02_R,720575940614018060,720575940614018060
505,AVLP_pr23_L,720575940619238582,720575940621779035
506,AVLP_pr23_R,720575940631153194,720575940631153194
507,put_AVLP_pr23_R,720575940644968302,720575940644968302
508,PVLP_pr03_L1,720575940630446879,720575940630446879
