,Neuron name,Codex July 2025,new_id
628,JO-B_R28,720575940612585577,720575940612585577
629,JO-B_R29,720575940636276336,720575940636276336
630,JO-B_R30,720575940635278455,720575940635278455
631,JO-B_R31,720575940610753656,720575940610753656
632,JO-B_R32,720575940642108557,720575940642108557
633,JO-B_R33,720575940622946963,720575940622946963
634,JO-B_R34,720575940617066653,720575940617066653
635,JO-B_R35,720575940617945246,720575940617945246
636,JO-B_R36,720575940623401128,720575940623401128
637,JO-B_R37,720575940608875703,720575940608875703
638,JO-B_R38,720575940608893623,720575940608893623
639,JO-B_R39,720575940616612025,720575940616612025
640,JO-B_R40,720575940624065724,720575940624065724
641,JO-B_R41,720575940607944384,720575940607944384
642,JO-B_R42,720575940607947456,720575940607947456
643,JO-B_R43,720575940620587713,720575940620587713
644,JO-B_R44,720575940630960325,720575940630960325
645,JO-B_R45,720575940606850761,720575940606850761
646,JO-B_R46,720575940632618700,720575940632618700
647,JO-B_R47,720575940617457881,720575940617457881
648,JO-B_R48,720575940612956378,720575940612956378
649,JO-B_R49,720575940633524443,720575940633524443
650,JO-B_R50,720575940633301217,720575940633301217
651,JO-B_R51,720575940623805159,720575940623805159
652,JO-B_R52,720575940629860089,720575940629860089
653,JO-B_R53,720575940630916347,720575940630916347
654,JO-B_R54,720575940613622014,720575940613622014
655,JO-B_R55,720575940612647166,720575940612647166
656,JO-B_R56,720575940628698371,720575940628698371
657,JO-B_R57,720575940628957443,720575940628957443
658,JO-B_R58,720575940621077253,720575940621077253
659,JO-B_R59,720575940627714310,720575940627714310
660,JO-B_R60,720575940620422413,720575940620422413
661,JO-B_R61,720575940631448338,720575940631448338
662,JO-B_R62,720575940617110306,720575940617110306
663,JO-B_R63,720575940623562534,720575940623562534
664,JO-B_R64,720575940623290153,720575940623290153
665,JO-B_R65,720575940623301417,720575940623301417
666,JO-B_R66,720575940631470378,720575940631470378
667,JO-B_R67,720575940630816569,720575940630816569
668,JO-B_R68,720575940616413509,720575940616413509
669,JO-B_R69,720575940624116553,720575940624116553
670,JO-B_R70,720575940617972052,720575940617972052
671,JO-B_R71,720575940613469545,720575940613469545
672,JO-B_R72,720575940630785388,720575940630785388
673,JO-B_R73,720575940620031341,720575940620031341
674,JO-B_R74,720575940636425584,720575940636425584
675,JO-B_R75,720575940640130432,720575940640130432
676,JO-B_R76,720575940632037260,720575940632037260
677,JO-B_R77,720575940610674581,720575940610674581
678,JO-B_R78,720575940642897312,720575940642897312
679,JO-B_R79,720575940643912608,720575940643912608
680,JO-B_R80,720575940620575653,720575940620575653
681,JO-B_R81,720575940613924271,720575940613924271
682,JO-B_R82,720575940635732916,720575940635732916
683,JO-B_R83,720575940607827392,720575940607827392
684,JO-B_R84,720575940607881152,720575940607881152
685,JO-B_R85,720575940607948224,720575940607948224
686,JO-B_R86,720575940608524224,720575940608524224
687,JO-B_R87,720575940622593476,720575940622593476
688,JO-B_R88,720575940627985351,720575940627985351
689,JO-B_R89,720575940643888584,720575940643888584
690,JO-B_R90,720575940616859622,720575940616859622
691,JO-B_R91,720575940617724390,720575940617724390
692,JO-B_R92,720575940630910971,720575940630910971
693,JO-B_R93,720575940628896299,720575940628896299
694,JO-B_R94,720575940616096306,720575940616096306
695,JO-B_R95,720575940609289284,720575940609289284
696,JO-B_R96,720575940632315473,720575940632315473
697,JO-B_R97,720575940635078239,720575940635078239
698,JO-B_R98,720575940622998115,720575940622998115
699,JO-B_R99,720575940629766782,720575940629766782
700,JO-B_R100,720575940612615833,720575940612615833
701,JO-B_R101,720575940634257564,720575940634257564
702,JO-B_R102,720575940614644898,720575940614644898
703,JO-B_R103,720575940620661931,720575940620661931
704,JO-B_R104,720575940625565368,720575940625565368
705,JO-B_R105,720575940620458735,720575940620458735
706,JO-B_R106,720575940629505274,720575940629505274
707,JO-B_R107,720575940630161152,720575940630161152
708,JO-B_R108,720575940617845505,720575940617845505
709,JO-B_R109,720575940622297855,720575940622297855
710,JO-B_R110,720575940629253376,720575940629253376
711,JO-B_R111,720575940646362403,720575940646362403
712,JO-B_R112,720575940630207799,720575940630207799
713,JO-B_R113,720575940638081855,720575940638081855
714,JO-B_R114,720575940638556998,720575940638556998
715,JO-B_R115,720575940617938772,720575940617938772
716,JO-B_R116,720575940627778393,720575940627778393
717,JO-B_R117,720575940608483164,720575940608483164
718,JO-B_R118,720575940626286432,720575940626286432
719,JO-B_R119,720575940611154786,720575940611154786
720,JO-B_R120,720575940605622118,720575940605622118
721,JO-B_R121,720575940620822893,720575940620822893
722,JO-B_R122,720575940645539694,720575940645539694
723,JO-B_R123,720575940612029297,720575940612029297
724,JO-B_R124,720575940635345271,720575940635345271
725,JO-B_R125,720575940623529875,720575940623529875
726,JO-B_R126,720575940624510868,720575940624510868
727,JO-B_R127,720575940604988332,720575940604988332
728,JO-B_R128,720575940605209521,720575940605209521
729,JO-B_R129,720575940611000274,720575940611000274
730,JO-B_R130,720575940636488667,720575940636488667
731,JO-B_R131,720575940629989879,720575940629989879
732,JO-B_R132,720575940624067581,720575940624067581
733,JO-B_R133,720575940613783038,720575940613783038
734,JO-B_L1,720575940632229457,720575940632229457
735,JO-B_L2,720575940630925330,720575940630925330
736,JO-B_L3,720575940627442709,720575940627442709
737,JO-B_L4,720575940604531229,720575940604531229
738,JO-B_L5,720575940612409885,720575940612409885
739,JO-B_L6,720575940609934365,720575940609934365
740,JO-B_L7,720575940600433181,720575940600433181
741,JO-B_L8,720575940644057635,720575940644057635
742,JO-B_L9,720575940639145550,720575940639145550
743,JO-B_L10,720575940642123917,720575940642123917
744,JO-B_L11,720575940613127314,720575940613127314
745,JO-B_L12,720575940632692378,720575940632692378
746,JO-B_L13,720575940612235439,720575940612235439
747,JO-B_L14,720575940621508336,720575940621508336
748,JO-B_L15,720575940625587970,720575940625587970
749,JO-B_L16,720575940622960422,720575940622960422
750,JO-B_L17,720575940623745869,720575940623745869
751,JO-B_L18,720575940630630225,720575940630630225
752,JO-B_L19,720575940630660951,720575940630660951
753,JO-B_L20,720575940639049560,720575940639049560
754,JO-B_L21,720575940634830175,720575940634830175
755,JO-B_L22,720575940632466784,720575940632466784
756,JO-B_L23,720575940624594276,720575940624594276
757,JO-B_L24,720575940639397747,720575940639397747
758,JO-B_L25,720575940618856896,720575940618856896
759,JO-B_L26,720575940606619081,720575940606619081
760,JO-B_L27,720575940637813220,720575940637813220
761,JO-B_L28,720575940624755180,720575940624755180
762,JO-B_L29,720575940638636533,720575940638636533
763,JO-B_L30,720575940629350394,720575940629350394
764,JO-B_L31,720575940623292925,720575940623292925
765,JO-B_L32,720575940627304963,720575940627304963
766,JO-B_L33,720575940627437572,720575940627437572
767,JO-B_L34,720575940622026757,720575940622026757
768,JO-B_L35,720575940608112137,720575940608112137
769,JO-B_L36,720575940616042508,720575940616042508
770,JO-B_L37,720575940627352595,720575940627352595
771,JO-B_L38,720575940612446744,720575940612446744
772,JO-B_L39,720575940622344216,720575940622344216
773,JO-B_L40,720575940621823514,720575940621823514
774,JO-B_L41,720575940619572762,720575940619572762
775,JO-B_L42,720575940617541147,720575940617541147
776,JO-B_L43,720575940605755424,720575940605755424
777,JO-B_L44,720575940632129567,720575940632129567
778,JO-B_L45,720575940629275180,720575940629275180
779,JO-B_L46,720575940636990005,720575940636990005
780,JO-B_L47,720575940639745085,720575940639745085
781,JO-B_L48,720575940637612095,720575940637612095
782,JO-B_L49,720575940638191679,720575940638191679
783,JO-B_L50,720575940613776962,720575940613776962
784,JO-B_L51,720575940631461451,720575940631461451
785,JO-B_L52,720575940639970392,720575940639970392
786,JO-B_L53,720575940617517661,720575940617517661
787,JO-B_L54,720575940634178656,720575940634178656
788,JO-B_L55,720575940622552163,720575940622552163
789,JO-B_L56,720575940634892389,720575940634892389
790,JO-B_L57,720575940615540841,720575940615540841
791,JO-B_L58,720575940628159081,720575940628159081
792,JO-B_L59,720575940616653429,720575940616653429
793,JO-B_L60,720575940629806206,720575940629806206
794,JO-B_L61,720575940629269630,720575940629269630
795,JO-B_L62,720575940626726021,720575940626726021
796,JO-B_L63,720575940642442893,720575940642442893
797,JO-B_L64,720575940614795410,720575940614795410
798,JO-B_L65,720575940610341525,720575940610341525
799,JO-B_L66,720575940634229399,720575940634229399
800,JO-B_L67,720575940628910235,720575940628910235
801,JO-B_L68,720575940613956767,720575940613956767
802,JO-B_L69,720575940620386981,720575940620386981
803,JO-B_L70,720575940612129962,720575940612129962
804,JO-B_L71,720575940604054188,720575940604054188
805,JO-B_L72,720575940605219500,720575940605219500
806,JO-B_L73,720575940612355763,720575940612355763
807,JO-B_L74,720575940612419763,720575940612419763
808,JO-B_L75,720575940623474871,720575940623474871
809,JO-B_L76,720575940615387846,720575940615387846
810,JO-B_L77,720575940627927751,720575940627927751
811,JO-B_L78,720575940606872777,720575940606872777
812,JO-B_L79,720575940606938313,720575940606938313
813,JO-B_L80,720575940619941067,720575940619941067
814,JO-B_L81,720575940619969227,720575940619969227
815,JO-B_L82,720575940631915219,720575940631915219
816,JO-B_L83,720575940630467804,720575940630467804
817,JO-B_L84,720575940635217144,720575940635217144
818,JO-B_L85,720575940613006590,720575940613006590
819,JO-B_L86,720575940626693894,720575940626693894
820,JO-B_L87,720575940622978823,720575940622978823
821,JO-B_L88,720575940628467462,720575940628467462
822,JO-B_L89,720575940614205708,720575940614205708
823,JO-B_L90,720575940645085975,720575940645085975
824,JO-B_L91,720575940645086999,720575940645086999
825,JO-B_L92,720575940645087511,720575940645087511
826,JO-B_L93,720575940620422938,720575940620422938
827,JO-B_L94,720575940645089559,720575940645089559
828,JO-B_L95,720575940609527069,720575940609527069
829,JO-B_L96,720575940612407581,720575940612407581
830,JO-B_L97,720575940610595118,720575940610595118
831,JO-B_L98,720575940610621742,720575940610621742
832,JO-B_L99,720575940625888560,720575940625888560
833,JO-B_L100,720575940636537663,720575940636537663
834,JO-B_L101,720575940637630783,720575940637630783
835,JO-B_L102,720575940619447105,720575940619447105
836,JO-B_L103,720575940637919551,720575940637919551
837,JO-B_L104,720575940610028868,720575940610028868
838,JO-B_L105,720575940626257736,720575940626257736
839,JO-B_L106,720575940626885960,720575940626885960
840,JO-B_L107,720575940627839304,720575940627839304
841,JO-B_L108,720575940628786511,720575940628786511
842,JO-B_L109,720575940627453778,720575940627453778
843,JO-B_L110,720575940631794513,720575940631794513
844,JO-B_L111,720575940616428884,720575940616428884
845,JO-B_L112,720575940639405912,720575940639405912
846,JO-B_L113,720575940625049945,720575940625049945
847,JO-B_L114,720575940615860061,720575940615860061
848,JO-B_L115,720575940621513566,720575940621513566
849,JO-B_L116,720575940621120353,720575940621120353
850,JO-B_L117,720575940635237727,720575940635237727
851,JO-B_L118,720575940635973989,720575940635973989
852,JO-B_L119,720575940631699816,720575940631699816
853,JO-B_L120,720575940630461804,720575940630461804
854,JO-B_L121,720575940643418990,720575940643418990
855,JO-B_L122,720575940641396078,720575940641396078
856,JO-B_L123,720575940629492727,720575940629492727
857,JO-B_L124,720575940613934965,720575940613934965
858,JO-B_L125,720575940629105022,720575940629105022
859,JO-B_L126,720575940629804414,720575940629804414
860,JO-B_L127,720575940639649152,720575940639649152
861,JO-B_L128,720575940639826304,720575940639826304
862,JO-B_L129,720575940607088514,720575940607088514
863,JO-B_L130,720575940623146378,720575940623146378
864,JO-B_L131,720575940642414989,720575940642414989
865,JO-B_L132,720575940627249039,720575940627249039
866,JO-B_L133,720575940625624464,720575940625624464
867,JO-B_L134,720575940625972624,720575940625972624
868,JO-B_L135,720575940634781594,720575940634781594
869,JO-B_L136,720575940614847906,720575940614847906
870,JO-B_L137,720575940622342569,720575940622342569
871,JO-B_L138,720575940604805036,720575940604805036
872,JO-B_L139,720575940605238188,720575940605238188
873,JO-B_L140,720575940612418483,720575940612418483
874,JO-B_L141,720575940615222201,720575940615222201
875,JO-B_L142,720575940624562618,720575940624562618
876,JO-B_L143,720575940604274622,720575940604274622
877,JO-B_L144,720575940620622785,720575940620622785
878,JO-B_L145,720575940643791304,720575940643791304
879,JO-B_L146,720575940606871497,720575940606871497
880,JO-B_L147,720575940619940811,720575940619940811
881,JO-B_L148,720575940609816014,720575940609816014
882,JO-B_L149,720575940610739666,720575940610739666
883,JO-B_L150,720575940611392986,720575940611392986
884,JO-B_L151,720575940640169947,720575940640169947
885,JO-B_L152,720575940630462940,720575940630462940
886,JO-B_L153,720575940620516846,720575940620516846
887,JO-B_L154,720575940628543473,720575940628543473
888,JO-B_L155,720575940630117879,720575940630117879
889,JO-B_L156,720575940630269945,720575940630269945
890,JO-B_L157,720575940630820347,720575940630820347
891,JO-B_L158,720575940621722111,720575940621722111
892,JO-B_L159,720575940639803453,720575940639803453
893,JO-B_L160,720575940637919295,720575940637919295
894,JO-B_L161,720575940634775706,720575940634775706
895,JO-B_L162,720575940631670584,720575940631670584
896,JO-B_L163,720575940617244049,720575940617244049
897,JO-B_L164,720575940617407929,720575940617407929
898,JO-B_L165,720575940620257216,720575940620257216
899,JO-B_L166,720575940614805983,720575940614805983
