,pre_pt_root_id,post_pt_root_id,neuropil,syn_count,nt_type,Excitatory,Signed_Connectivity,Presynaptic_Index,Postsynaptic_Index
0,720575940623787495,720575940641400224,AVLP_L,2,ACH,1,2,150,153
1,720575940644968302,720575940612975853,AVLP_L,28,ACH,1,28,408,320
2,720575940627718394,720575940622065432,AVLP_L,1,GABA,-1,-1,443,193
3,720575940627174247,720575940603683505,AVLP_L,26,ACH,1,26,151,203
4,720575940621447077,720575940627827450,AVLP_L,24,ACH,1,24,156,275
5,720575940621447077,720575940623987982,AVLP_L,1,ACH,1,1,156,195
6,720575940623987982,720575940615200059,AVLP_L,1,GABA,-1,-1,195,448
7,720575940632649697,720575940603186790,AVLP_L,55,ACH,1,55,6,155
8,720575940630744019,720575940603683505,AVLP_L,21,ACH,1,21,168,203
9,720575940631425965,720575940649911286,AVLP_L,6,GABA,-1,-6,194,149
10,720575940627174247,720575940623787495,AVLP_L,8,ACH,1,8,151,150
11,720575940622065432,720575940610558357,AVLP_L,6,GABA,-1,-6,193,210
12,720575940628071696,720575940613531295,PVLP_L,5,ACH,1,5,314,316
13,720575940603683505,720575940621447077,AVLP_L,13,GABA,-1,-13,203,156
14,720575940622699196,720575940621713672,AVLP_L,14,ACH,1,14,166,204
15,720575940626042499,720575940627709801,AVLP_L,7,GABA,-1,-7,201,206
16,720575940649911286,720575940620929416,AVLP_L,20,ACH,1,20,149,202
17,720575940613034602,720575940641972384,AVLP_L,2,ACH,1,2,337,342
18,720575940621301274,720575940636533574,AVLP_L,2,GABA,-1,-2,417,414
19,720575940630744019,720575940627709801,AVLP_L,8,ACH,1,8,168,206
20,720575940623787495,720575940619249031,AVLP_L,2,ACH,1,2,150,148
21,720575940616941201,720575940633613026,SLP_L,1,ACH,1,1,345,245
22,720575940603186790,720575940603683505,AVLP_L,9,ACH,1,9,155,203
23,720575940618475101,720575940636471408,AVLP_L,3,ACH,1,3,467,340
24,720575940634126949,720575940627660905,AVLP_L,4,ACH,1,4,164,244
25,720575940617390027,720575940627827450,AVLP_L,1,GABA,-1,-1,212,275
26,720575940649911286,720575940648981881,AVLP_L,3,ACH,1,3,149,276
27,720575940619249031,720575940626042499,AVLP_L,43,ACH,1,43,148,201
28,720575940630744019,720575940623787495,AVLP_L,1,ACH,1,1,168,150
29,720575940630622803,720575940613917042,AVLP_L,1,ACH,1,1,239,247
30,720575940626042499,720575940632157631,AVLP_L,2,GABA,-1,-2,201,158
31,720575940623787495,720575940633613026,AVLP_L,3,ACH,1,3,150,245
32,720575940630203589,720575940628869391,AME_L,1,GABA,-1,-1,228,232
33,720575940627174247,720575940649911286,AVLP_L,2,ACH,1,2,151,149
34,720575940635403230,720575940628489516,AVLP_L,1,ACH,1,1,433,192
35,720575940622123981,720575940615930299,AMMC_R,1,GABA,-1,-1,170,390
36,720575940644488727,720575940611939314,SAD,1,,-1,-1,428,1497
37,720575940628111875,720575940632499757,AMMC_R,1,ACH,1,1,969,135
38,720575940604299454,720575940618056753,GNG,1,,-1,-1,1446,561
39,720575940611335859,720575940620622785,AMMC_L,7,GABA,-1,-7,295,749
40,720575940618856896,720575940630258003,AMMC_L,1,,-1,-1,764,400
41,720575940611674265,720575940632499757,AMMC_R,3,GABA,-1,-3,388,135
42,720575940629706496,720575940654117025,AMMC_R,5,,-1,-5,1063,38
43,720575940627642818,720575940609014370,AVLP_R,12,GABA,-1,-12,198,199
44,720575940639648573,720575940612341490,SAD,1,,-1,-1,1333,1346
45,720575940623474871,720575940635282910,AMMC_L,7,ACH,1,7,809,55
46,720575940621835246,720575940610077026,AVLP_R,1,GABA,-1,-1,385,21
47,720575940617362772,720575940620356557,GOR_R,2,ACH,1,2,324,325
48,720575940629954724,720575940627827450,AVLP_L,3,ACH,1,3,152,275
49,720575940636679989,720575940621148660,WED_L,30,ACH,1,30,28,176
50,720575940616804806,720575940626228329,AVLP_R,1,ACH,1,1,67,217
51,720575940645497140,720575940622329212,IPS_L,1,GABA,-1,-1,291,996
52,720575940644036644,720575940650920569,SAD,9,,-1,-9,1243,501
53,720575940632945177,720575940604201830,AMMC_L,17,GABA,-1,-17,180,184
54,720575940620931348,720575940613170498,ICL_R,1,ACH,1,1,475,453
55,720575940629492727,720575940613006590,AMMC_L,1,,-1,-1,688,789
56,720575940612478181,720575940624109464,AMMC_R,4,ACH,1,4,1593,114
57,720575940614190242,720575940617575760,WED_L,5,ACH,1,5,502,373
58,720575940623849496,720575940629349340,ICL_L,2,GABA,-1,-2,359,358
59,720575940635403230,720575940618475101,SCL_L,1,ACH,1,1,433,467
60,720575940630037073,720575940634371941,ICL_L,1,ACH,1,1,312,310
61,720575940645497140,720575940659131009,AMMC_L,3,GABA,-1,-3,291,1261
62,720575940622199977,720575940617811013,SAD,1,ACH,1,1,1206,1273
63,720575940634701407,720575940617882397,SAD,1,ACH,1,1,102,79
64,720575940632717988,720575940626135548,AL_L,1,,-1,-1,958,935
65,720575940630214564,720575940629394232,IPS_L,2,ACH,1,2,498,499
66,720575940620835327,720575940632998136,AMMC_L,13,GABA,-1,-13,174,396
67,720575940605627424,720575940628218976,SAD,1,,-1,-1,953,651
68,720575940619942859,720575940627455621,SPS_L,1,ACH,1,1,16,76
69,720575940645497140,720575940637410869,AMMC_L,1,GABA,-1,-1,291,1058
70,720575940629938487,720575940618409797,WED_L,1,GABA,-1,-1,404,59
71,720575940638095293,720575940618475101,AVLP_R,14,ACH,1,14,466,467
72,720575940634414959,720575940604201830,,9,,-1,-9,584,184
73,720575940627103518,720575940621289537,SAD,2,,-1,-2,1010,689
74,720575940630744019,720575940609513841,WED_L,1,ACH,1,1,168,185
75,720575940616642363,720575940613422860,SAD,2,,-1,-2,1264,96
76,720575940619940811,720575940620980323,AMMC_L,7,,-1,-7,733,51
77,720575940630344396,720575940615205427,AVLP_R,1,ACH,1,1,461,411
78,720575940620537435,720575940621791664,AMMC_R,3,,-1,-3,531,590
79,720575940627538947,720575940622065432,AMMC_L,5,,-1,-5,543,193
80,720575940614310802,720575940628267264,SAD,3,ACH,1,3,54,405
81,720575940630544967,720575940616633925,SAD,6,ACH,1,6,1113,72
82,720575940615590843,720575940622577336,SAD,1,,-1,-1,1277,80
83,720575940611277293,720575940604839200,SPS_R,1,ACH,1,1,14,30
84,720575940608784579,720575940624704393,SAD,1,,-1,-1,928,40
85,720575940626042149,720575940621242025,SAD,8,ACH,1,8,1025,68
86,720575940630461804,720575940616809401,AMMC_L,1,,-1,-1,859,15
87,720575940631794513,720575940627263375,AMMC_L,6,,-1,-6,673,52
88,720575940632715359,720575940622609678,AVLP_R,66,ACH,1,66,22,161
89,720575940644968302,720575940620835327,AVLP_R,1,ACH,1,1,408,174
90,720575940615986459,720575940637243504,AMMC_L,1,ACH,1,1,1030,1331
91,720575940628837650,720575940620356557,AVLP_R,4,ACH,1,4,332,325
92,720575940605308082,720575940615723077,SAD,7,GABA,-1,-7,394,58
93,720575940609522382,720575940627201579,AMMC_L,8,ACH,1,8,46,181
94,720575940630211127,720575940639241279,AMMC_R,3,,-1,-3,594,49
95,720575940640836660,720575940616804806,SAD,2,ACH,1,2,628,67
96,720575940629199146,720575940638095293,SIP_L,1,,-1,-1,442,466
97,720575940627049731,720575940630214564,AMMC_L,11,ACH,1,11,1045,498
98,720575940632812867,720575940643903904,AMMC_R,3,ACH,1,3,521,509
99,720575940638811507,720575940608035374,AMMC_R,7,ACH,1,7,665,97
100,720575940620694015,720575940634508174,AVLP_R,1,ACH,1,1,19,191
101,720575940630660951,720575940623474871,AMMC_L,3,,-1,-3,706,809
102,720575940620661675,720575940616804806,SAD,3,,-1,-3,1377,67
103,720575940629407020,720575940617362772,SIP_R,1,ACH,1,1,477,324
104,720575940623873829,720575940624245946,AVLP_R,2,ACH,1,2,117,125
105,720575940623322877,720575940631153194,AVLP_L,1,GABA,-1,-1,169,409
106,720575940608862677,720575940616804806,GNG,1,,-1,-1,1334,67
107,720575940634571383,720575940621043753,SAD,4,GABA,-1,-4,173,60
108,720575940627106173,720575940639205198,AMMC_R,1,,-1,-1,542,65
109,720575940625888560,720575940627272747,SAD,2,,-1,-2,746,1394
110,720575940630820347,720575940604839200,AMMC_L,1,,-1,-1,763,30
111,720575940628016983,720575940629394232,AMMC_L,1,ACH,1,1,74,499
112,720575940614332899,720575940623322877,AMMC_R,2,ACH,1,2,534,169
113,720575940626524805,720575940611597298,SAD,3,ACH,1,3,1130,131
114,720575940614332899,720575940619783518,AMMC_R,6,ACH,1,6,534,187
115,720575940619405812,720575940635282910,AMMC_L,1,ACH,1,1,42,55
116,720575940625194558,720575940611694545,AVLP_L,5,GABA,-1,-5,424,274
117,720575940650920569,720575940618225030,SAD,1,ACH,1,1,501,263
118,720575940615226086,720575940627263375,WED_L,1,ACH,1,1,104,52
119,720575940605214636,720575940633040097,SAD,5,GABA,-1,-5,183,288
120,720575940639811469,720575940641545888,SAD,1,GABA,-1,-1,178,186
121,720575940618066415,720575940623233238,WED_L,1,ACH,1,1,41,77
122,720575940609076693,720575940632945177,AMMC_R,52,ACH,1,52,45,180
123,720575940632011420,720575940606687957,FB,1,ACH,1,1,302,313
124,720575940620910774,720575940607367125,AMMC_L,4,GABA,-1,-4,286,579
125,720575940629283659,720575940633613026,AVLP_L,1,GABA,-1,-1,196,245
126,720575940630269945,720575940628846966,AMMC_L,1,,-1,-1,696,294
127,720575940606010569,720575940625345328,SAD,28,ACH,1,28,37,175
128,720575940630344396,720575940624463242,EPA_R,3,ACH,1,3,461,451
129,720575940644319796,720575940613170498,SCL_R,2,GABA,-1,-2,207,453
130,720575940634866586,720575940620356545,SMP_L,1,ACH,1,1,482,479
131,720575940623725972,720575940602120928,AVLP_L,2,ACH,1,2,470,335
132,720575940612419763,720575940622026757,AMMC_L,1,,-1,-1,843,699
133,720575940644488727,720575940612615833,AMMC_R,2,,-1,-2,428,888
134,720575940624795017,720575940607371076,VES_R,1,ACH,1,1,107,24
135,720575940611401709,720575940640176848,AVLP_L,6,ACH,1,6,474,472
136,720575940619557937,720575940616804806,SAD,4,,-1,-4,1339,67
137,720575940606010569,720575940611277293,SPS_L,1,ACH,1,1,37,14
138,720575940632315473,720575940606010569,AMMC_R,4,,-1,-4,884,37
139,720575940620649641,720575940633044634,AMMC_L,1,,-1,-1,557,401
140,720575940635981742,720575940632157631,AVLP_L,2,GABA,-1,-2,399,158
141,720575940611335859,720575940613682911,SAD,1,GABA,-1,-1,295,581
142,720575940621722111,720575940626873240,AL_L,1,,-1,-1,783,1508
143,720575940636768613,720575940609832410,AMMC_R,16,ACH,1,16,1360,66
144,720575940622254375,720575940623735482,AMMC_L,1,ACH,1,1,35,126
145,720575940621590132,720575940621339686,GNG,1,,-1,-1,1374,82
146,720575940645466500,720575940646400644,AMMC_L,4,ACH,1,4,1078,75
147,720575940608524224,720575940634606693,AMMC_R,12,ACH,1,12,640,93
148,720575940618524481,720575940612407581,AMMC_L,1,ACH,1,1,122,823
149,720575940627670032,720575940630344396,GOR_R,2,ACH,1,2,456,461
150,720575940616479121,720575940630131218,AMMC_R,7,ACH,1,7,1233,85
151,720575940654117025,720575940620835327,AMMC_R,1,ACH,1,1,38,174
152,720575940632715359,720575940607371076,SPS_L,1,ACH,1,1,22,24
153,720575940620622785,720575940627410944,AL_L,2,,-1,-2,749,32
154,720575940614000947,720575940624913596,SAD,2,,-1,-2,989,1001
155,720575940633153375,720575940621575774,SAD,3,ACH,1,3,1014,127
156,720575940611061526,720575940623735482,SAD,3,ACH,1,3,1020,126
157,720575940620444654,720575940606431189,SAD,1,ACH,1,1,1012,1410
158,720575940630080071,720575940623233238,AMMC_L,1,ACH,1,1,1039,77
159,720575940620859886,720575940612773374,GNG,2,,-1,-2,293,1060
160,720575940623474871,720575940612146174,AMMC_L,1,ACH,1,1,809,34
161,720575940636559534,720575940625962568,AMMC_L,1,,-1,-1,938,1019
162,720575940621835246,720575940625194558,AVLP_R,1,GABA,-1,-1,385,424
163,720575940642063245,720575940614332899,AMMC_R,1,ACH,1,1,505,534
164,720575940625345328,720575940627263375,AMMC_L,5,GABA,-1,-5,175,52
165,720575940618941037,720575940612355763,,3,,-1,-3,1042,707
166,720575940617362772,720575940637834301,SCL_R,1,ACH,1,1,324,333
167,720575940630659446,720575940643912608,AMMC_R,1,GABA,-1,-1,282,612
168,720575940638529525,720575940625763015,GNG,2,ACH,1,2,1419,1403
169,720575940629283659,720575940626042499,AVLP_L,2,GABA,-1,-2,196,201
170,720575940630659446,720575940631750687,AMMC_R,2,GABA,-1,-2,282,610
171,720575940625797617,720575940614060829,AMMC_L,1,ACH,1,1,1084,1083
172,720575940606336213,720575940622838154,PVLP_L,19,ACH,1,19,50,136
173,720575940627304963,720575940630223052,SAD,2,,-1,-2,781,13
174,720575940618524481,720575940617197057,AVLP_R,1,ACH,1,1,122,280
175,720575940632229457,720575940614840891,AMMC_L,8,ACH,1,8,870,43
176,720575940615590843,720575940605214636,SAD,1,,-1,-1,1277,183
177,720575940627106173,720575940618851963,AMMC_R,1,,-1,-1,542,541
178,720575940623474871,720575940633040097,AMMC_L,7,ACH,1,7,809,288
179,720575940621870576,720575940613304883,AVLP_R,4,ACH,1,4,539,515
180,720575940620195719,720575940636504553,AVLP_R,16,GABA,-1,-16,190,209
181,720575940631425965,720575940628267264,AVLP_L,1,GABA,-1,-1,194,405
182,720575940630650130,720575940627027087,AMMC_R,3,ACH,1,3,1234,496
183,720575940621730910,720575940630637330,PVLP_R,1,GABA,-1,-1,412,415
184,720575940608893623,720575940611864243,SAD,2,ACH,1,2,631,61
185,720575940619465131,720575940609522382,AMMC_R,14,SER,-1,-14,511,46
186,720575940622419165,720575940611061526,AMMC_L,1,,-1,-1,1294,1020
187,720575940626673490,720575940636425584,AMMC_R,1,ACH,1,1,1587,664
188,720575940614310802,720575940618599277,PVLP_R,2,ACH,1,2,54,56
189,720575940624872179,720575940634299071,SAD,10,ACH,1,10,121,397
190,720575940606010569,720575940621540586,WED_R,4,ACH,1,4,37,391
191,720575940632764883,720575940615592409,SIP_R,1,ACH,1,1,323,329
192,720575940632011420,720575940608082990,GOR_R,1,ACH,1,1,302,311
193,720575940639205198,720575940617431325,EPA_R,2,ACH,1,2,65,44
194,720575940623090446,720575940632449619,SAD,2,GABA,-1,-2,289,1281
195,720575940625565368,720575940614633867,SAD,2,,-1,-2,905,47
196,720575940641972384,720575940628538732,AVLP_L,1,ACH,1,1,342,422
197,720575940609816014,720575940622004106,AMMC_L,1,,-1,-1,788,103
198,720575940616809401,720575940610638434,AL_L,1,ACH,1,1,15,128
199,720575940627493096,720575940629394232,SAD,1,,-1,-1,1598,499
200,720575940641972384,720575940604445868,PVLP_L,1,ACH,1,1,342,341
201,720575940610358990,720575940644968302,AVLP_L,13,ACH,1,13,31,408
202,720575940606336213,720575940616313942,SPS_L,3,ACH,1,3,50,4
203,720575940659426177,720575940618392912,AMMC_L,3,,-1,-3,1218,69
204,720575940621159181,720575940606919602,AMMC_L,2,,-1,-2,492,500
205,720575940632385943,720575940628837650,ICL_R,4,ACH,1,4,432,332
206,720575940623146378,720575940621242025,AMMC_L,4,ACH,1,4,686,68
207,720575940630744019,720575940634126949,AVLP_L,2,ACH,1,2,168,164
208,720575940625984528,720575940634599792,SAD,2,GLUT,-1,-2,132,62
209,720575940612338674,720575940628315232,SAD,3,GABA,-1,-3,284,820
210,720575940623791152,720575940615986459,AL_L,1,ACH,1,1,1432,1030
211,720575940622419165,720575940602132509,AMMC_L,1,,-1,-1,1294,1038
212,720575940626270236,720575940620055617,AMMC_R,1,ACH,1,1,1202,1155
213,720575940607188036,720575940612523571,AL_L,1,ACH,1,1,17,29
214,720575940615635037,720575940608082990,BU_R,1,ACH,1,1,328,311
215,720575940620859886,720575940629350394,SAD,1,,-1,-1,293,709
216,720575940636705502,720575940640176848,ICL_R,2,GABA,-1,-2,449,472
217,720575940623412360,720575940624123645,GNG,1,,-1,-1,1366,1529
218,720575940605214636,720575940614018060,SAD,1,GABA,-1,-1,183,407
219,720575940623928812,720575940615860748,SAD,1,,-1,-1,1203,992
220,720575940609843865,720575940616809401,AVLP_L,1,ACH,1,1,10,15
221,720575940611277293,720575940618758753,SPS_R,1,ACH,1,1,14,26
222,720575940637834301,720575940615592409,ICL_R,2,ACH,1,2,333,329
223,720575940623322877,720575940622254375,AVLP_L,1,GABA,-1,-1,169,35
224,720575940628846966,720575940616653429,SAD,2,GABA,-1,-2,294,745
225,720575940640651325,720575940634606693,AMMC_R,1,,-1,-1,1351,93
226,720575940632307527,720575940611335859,SAD,1,,-1,-1,1270,295
227,720575940626148354,720575940627455621,SAD,7,,-1,-7,1308,76
228,720575940620859886,720575940622123981,AMMC_L,3,,-1,-3,293,170
229,720575940617362772,720575940610653462,AVLP_R,2,ACH,1,2,324,420
230,720575940624115785,720575940617504027,SAD,1,,-1,-1,1263,1157
231,720575940629283659,720575940632649697,AVLP_L,19,GABA,-1,-19,196,6
232,720575940634371941,720575940630037073,AVLP_L,2,ACH,1,2,310,312
233,720575940625600284,720575940630344396,AVLP_R,2,GABA,-1,-2,418,461
234,720575940635973989,720575940632998136,AMMC_L,2,ACH,1,2,807,396
235,720575940627718394,720575940630037073,SIP_L,1,GABA,-1,-1,443,312
236,720575940611277293,720575940614310802,WED_L,1,ACH,1,1,14,54
237,720575940622123981,720575940634829168,AVLP_L,1,GABA,-1,-1,170,434
238,720575940644488727,720575940635968745,SAD,1,,-1,-1,428,1454
239,720575940615573597,720575940618066415,AMMC_L,4,,-1,-4,1053,41
240,720575940607881152,720575940617066653,AMMC_R,2,ACH,1,2,639,608
241,720575940630544967,720575940614840891,AMMC_L,1,ACH,1,1,1113,43
242,720575940625703434,720575940644488727,SAD,8,ACH,1,8,1440,428
243,720575940630059847,720575940615503249,SAD,3,ACH,1,3,1033,490
244,720575940633300148,720575940636910825,VES_R,2,ACH,1,2,471,455
245,720575940640748195,720575940625454596,AMMC_R,2,ACH,1,2,1378,86
246,720575940635159659,720575940644611016,SAD,1,,-1,-1,1544,1571
247,720575940612153086,720575940619491828,IPS_L,1,ACH,1,1,81,221
248,720575940621242025,720575940612078511,SAD,1,ACH,1,1,68,402
249,720575940611154786,720575940654117025,AMMC_R,1,,-1,-1,897,38
250,720575940614840891,720575940605308082,WED_R,17,ACH,1,17,43,394
251,720575940622577336,720575940621043753,WED_R,1,ACH,1,1,80,60
252,720575940619302640,720575940612403427,ICL_R,1,ACH,1,1,463,437
253,720575940621464344,720575940635330204,AMMC_L,25,,-1,-25,552,171
254,720575940639745085,720575940617882397,AMMC_L,1,,-1,-1,715,79
255,720575940618475101,720575940620356545,AVLP_R,1,ACH,1,1,467,479
256,720575940619785566,720575940609927141,AVLP_R,2,ACH,1,2,144,138
257,720575940624704393,720575940612001489,AMMC_L,14,ACH,1,14,40,3
258,720575940627542769,720575940628016983,SAD,2,,-1,-2,1136,74
259,720575940619085397,720575940614840891,SAD,7,ACH,1,7,968,43
260,720575940645466500,720575940623020263,SAD,14,ACH,1,14,1078,489
261,720575940616313942,720575940618522433,EPA_R,2,ACH,1,2,4,2
262,720575940628256763,720575940637319134,SIP_R,10,GABA,-1,-10,445,303
263,720575940620293652,720575940612773374,GNG,1,,-1,-1,1343,1060
264,720575940621835246,720575940605095346,AVLP_R,11,GABA,-1,-11,385,172
265,720575940645086999,720575940631915219,AMMC_L,1,,-1,-1,756,778
266,720575940627977457,720575940627455621,SAD,8,,-1,-8,1215,76
267,720575940634829168,720575940609996773,AVLP_L,9,ACH,1,9,434,338
268,720575940627195691,720575940614310802,SAD,1,ACH,1,1,558,54
269,720575940608784579,720575940620731631,SAD,2,,-1,-2,928,71
270,720575940629063418,720575940623873829,WED_R,1,ACH,1,1,89,117
271,720575940624662508,720575940632522848,AVLP_L,4,ACH,1,4,339,462
272,720575940610116581,720575940624087283,SAD,2,GABA,-1,-2,406,63
273,720575940626673490,720575940624109464,AMMC_R,4,ACH,1,4,1587,114
274,720575940620731631,720575940628846966,SAD,1,ACH,1,1,71,294
275,720575940611154786,720575940634257564,AMMC_R,1,,-1,-1,897,890
276,720575940640507763,720575940621835246,AVLP_R,5,GABA,-1,-5,392,385
277,720575940630057979,720575940640992731,GOR_L,1,ACH,1,1,464,473
278,720575940613934965,720575940630277175,AMMC_L,5,ACH,1,5,800,73
279,720575940628349446,720575940628016983,SAD,5,,-1,-5,1137,74
280,720575940628957443,720575940631448338,AMMC_R,1,,-1,-1,876,605
281,720575940609513841,720575940608432760,SAD,1,GABA,-1,-1,185,287
282,720575940637153648,720575940613934965,SAD,1,,-1,-1,952,800
283,720575940637153648,720575940618599277,SAD,4,,-1,-4,952,56
284,720575940621887732,720575940629296185,SAD,1,,-1,-1,955,914
285,720575940634599792,720575940609832410,VES_R,1,ACH,1,1,62,66
286,720575940621120353,720575940628159081,SAD,5,,-1,-5,735,679
287,720575940635345519,720575940611388141,AMMC_R,6,ACH,1,6,1168,84
288,720575940630353682,720575940622609678,AVLP_R,12,GABA,-1,-12,197,161
289,720575940609221845,720575940627027087,AMMC_R,1,,-1,-1,1372,496
290,720575940618056753,720575940605214636,SAD,4,ACH,1,4,561,183
291,720575940624763678,720575940615723077,AMMC_R,1,GABA,-1,-1,376,58
292,720575940625054647,720575940639696755,SAD,6,,-1,-6,1312,123
293,720575940609289284,720575940644968302,AMMC_R,4,ACH,1,4,813,408
294,720575940637389534,720575940624571116,SAD,6,ACH,1,6,533,427
295,720575940612001489,720575940631153194,WED_L,1,,-1,-1,3,409
296,720575940609996773,720575940629199146,SIP_L,1,ACH,1,1,338,442
297,720575940627363687,720575940640992731,SCL_R,1,ACH,1,1,327,473
298,720575940620587713,720575940621324996,AMMC_R,3,,-1,-3,882,279
299,720575940623543236,720575940617524053,GNG,2,,-1,-2,1560,1426
300,720575940619878485,720575940635330204,AMMC_R,4,,-1,-4,529,171
301,720575940633040097,720575940627263375,SAD,2,GABA,-1,-2,288,52
302,720575940639241279,720575940622838154,AMMC_L,2,ACH,1,2,49,136
303,720575940630080071,720575940604122982,AMMC_L,1,ACH,1,1,1039,1056
304,720575940630622803,720575940611713634,MB_PED_R,1,ACH,1,1,239,241
305,720575940620694015,720575940629283659,AVLP_L,1,ACH,1,1,19,196
306,720575940634609115,720575940615906388,IPS_R,1,ACH,1,1,922,256
307,720575940626162378,720575940631153194,AVLP_R,3,ACH,1,3,526,409
308,720575940614205708,720575940611277293,AMMC_L,6,,-1,-6,792,14
309,720575940618524481,720575940622254375,SPS_R,1,ACH,1,1,122,35
310,720575940621513566,720575940615226086,AMMC_L,3,,-1,-3,837,104
311,720575940617034398,720575940640992731,AVLP_L,2,ACH,1,2,336,473
312,720575940622937528,720575940620543110,SAD,1,ACH,1,1,1044,1055
313,720575940620516846,720575940619405812,AMMC_L,3,,-1,-3,787,42
314,720575940630749523,720575940605095346,AMMC_L,2,GABA,-1,-2,403,172
315,720575940634229399,720575940609673369,AMMC_L,1,,-1,-1,835,57
316,720575940622937528,720575940625984528,SAD,11,ACH,1,11,1044,132
317,720575940623855397,720575940620931348,GOR_L,1,ACH,1,1,457,475
318,720575940634508174,720575940632385943,AVLP_R,44,GABA,-1,-44,191,432
319,720575940631469098,720575940609648395,SAD,1,,-1,-1,619,108
320,720575940615723077,720575940625345328,WED_L,1,ACH,1,1,58,175
321,720575940622969528,720575940621713672,AVLP_L,2,ACH,1,2,157,204
322,720575940641545888,720575940625624464,AMMC_L,2,GABA,-1,-2,186,796
323,720575940627282279,720575940603930046,AMMC_L,9,ACH,1,9,1061,497
324,720575940627839304,720575940610358990,SAD,3,,-1,-3,738,31
325,720575940616345049,720575940605860710,SAD,1,ACH,1,1,1121,1341
326,720575940635403230,720575940632522848,EPA_L,1,ACH,1,1,433,462
327,720575940615090582,720575940630960325,AMMC_R,1,,-1,-1,1326,641
328,720575940624770540,720575940632649697,SAD,16,ACH,1,16,538,6
329,720575940630223052,720575940631153194,AVLP_L,2,ACH,1,2,13,409
330,720575940622168088,720575940624473918,WED_L,1,ACH,1,1,113,218
331,720575940626666066,720575940629394232,AMMC_L,9,ACH,1,9,1139,499
332,720575940604839200,720575940609513841,AMMC_L,1,ACH,1,1,30,185
333,720575940619034806,720575940619783518,AVLP_R,2,ACH,1,2,94,187
334,720575940617390027,720575940632392599,SIP_L,1,GABA,-1,-1,212,441
335,720575940629552170,720575940603930046,AMMC_L,6,ACH,1,6,503,497
336,720575940606872777,720575940625483962,AMMC_L,2,,-1,-2,723,91
337,720575940631997580,720575940611864243,AMMC_R,6,,-1,-6,1320,61
338,720575940630117879,720575940610638434,AMMC_L,5,,-1,-5,675,128
339,720575940619688688,720575940610455781,ICL_R,1,ACH,1,1,330,458
340,720575940621639133,720575940620055617,AMMC_R,1,ACH,1,1,1104,1155
341,720575940621870576,720575940622123981,AMMC_R,12,ACH,1,12,539,170
342,720575940609003733,720575940625454596,SAD,4,,-1,-4,1608,86
343,720575940624594276,720575940635282910,AMMC_L,1,,-1,-1,766,55
344,720575940618475101,720575940638095293,PLP_R,1,ACH,1,1,467,466
345,720575940628846966,720575940623233238,AMMC_L,1,GABA,-1,-1,294,77
346,720575940619783518,720575940637389534,AMMC_R,1,GABA,-1,-1,187,533
347,720575940613425459,720575940617884736,SAD,11,ACH,1,11,1582,281
348,720575940638431029,720575940640748195,AMMC_R,1,ACH,1,1,1169,1378
349,720575940632764883,720575940634545294,SCL_R,1,ACH,1,1,323,460
350,720575940639290045,720575940634820703,SAD,1,,-1,-1,1606,1269
351,720575940632011420,720575940634371941,FB,1,ACH,1,1,302,310
352,720575940623001736,720575940631368544,AMMC_R,2,,-1,-2,1265,1225
353,720575940615387846,720575940629552170,AMMC_L,5,,-1,-5,836,503
354,720575940630020111,720575940615976891,SAD,4,,-1,-4,1311,1297
355,720575940639360245,720575940630214564,AMMC_L,1,,-1,-1,1579,498
356,720575940612129962,720575940622838154,AMMC_L,4,,-1,-4,683,136
357,720575940631368544,720575940628244064,AMMC_R,15,ACH,1,15,1225,483
358,720575940603195494,720575940618599277,SAD,1,ACH,1,1,100,56
359,720575940632385943,720575940624463242,GOR_R,2,ACH,1,2,432,451
360,720575940602132509,720575940637663662,AMMC_L,1,ACH,1,1,1038,53
361,720575940635282910,720575940618522433,WED_R,4,ACH,1,4,55,2
362,720575940633040097,720575940621464344,SAD,1,GABA,-1,-1,288,552
363,720575940622065432,720575940632649697,AMMC_L,3,GABA,-1,-3,193,6
364,720575940636679989,720575940606010569,SPS_R,1,ACH,1,1,28,37
365,720575940631915219,720575940606332629,AMMC_L,1,,-1,-1,778,18
366,720575940624594276,720575940610638434,AMMC_L,6,,-1,-6,766,128
367,720575940643418990,720575940618524481,AMMC_L,2,ACH,1,2,769,122
368,720575940637813220,720575940628100614,,1,,-1,-1,717,1401
369,720575940606871497,720575940622838154,SAD,1,,-1,-1,729,136
370,720575940623146378,720575940620980323,AMMC_L,3,ACH,1,3,686,51
371,720575940632829507,720575940621558762,WED_L,9,ACH,1,9,83,222
372,720575940612136666,720575940627455621,SAD,1,,-1,-1,1345,76
373,720575940639405912,720575940625984528,AMMC_L,1,,-1,-1,674,132
374,720575940632615379,720575940607386307,AMMC_L,1,ACH,1,1,1578,912
375,720575940626885124,720575940629513478,ICL_R,2,ACH,1,2,308,296
376,720575940627538947,720575940622065432,WED_L,2,,-1,-2,543,193
377,720575940644319796,720575940615200059,SCL_L,1,GABA,-1,-1,207,448
378,720575940635345519,720575940639241279,SAD,1,ACH,1,1,1168,49
379,720575940632522848,720575940640992731,VES_L,1,ACH,1,1,462,473
380,720575940614332899,720575940624571116,AMMC_R,10,ACH,1,10,534,427
381,720575940607188036,720575940620731631,SPS_R,1,ACH,1,1,17,71
382,720575940620835327,720575940623322877,WED_R,1,GABA,-1,-1,174,169
