,pre_pt_root_id,post_pt_root_id,neuropil,syn_count,nt_type,Excitatory,Signed_Connectivity,Presynaptic_Index,Postsynaptic_Index
10777,720575940615625053,720575940618770625,AMMC_L,1,GABA,-1,-1,292,566
10778,720575940619942859,720575940635330204,AVLP_R,12,ACH,1,12,16,171
10779,720575940611401709,720575940618475101,SIP_R,1,ACH,1,1,474,467
10780,720575940624795017,720575940644968302,AVLP_L,5,ACH,1,5,107,408
10781,720575940612615833,720575940624700138,SAD,3,,-1,-3,888,129
10782,720575940630969051,720575940610116581,SAD,2,ACH,1,2,924,406
10783,720575940637919551,720575940626693894,AMMC_L,3,,-1,-3,774,779
10784,720575940614805983,720575940623090446,AMMC_L,3,,-1,-3,846,289
10785,720575940646927668,720575940621575774,SAD,3,,-1,-3,1313,127
10786,720575940624700138,720575940620012253,SAD,5,GABA,-1,-5,129,130
10787,720575940623805159,720575940622998115,AMMC_R,1,ACH,1,1,655,898
10788,720575940634830175,720575940623437547,,2,,-1,-2,708,1188
10789,720575940620322753,720575940619508033,AMMC_L,1,,-1,-1,572,567
10790,720575940610638434,720575940607188036,SAD,3,ACH,1,3,128,17
10791,720575940608035374,720575940606336213,SAD,1,ACH,1,1,97,50
10792,720575940635290231,720575940624087283,SAD,2,ACH,1,2,1253,63
10793,720575940627642818,720575940619785566,AVLP_R,2,GABA,-1,-2,198,144
10794,720575940630820347,720575940612146174,AMMC_L,3,,-1,-3,763,34
10795,720575940604839200,720575940609513841,SAD,1,ACH,1,1,30,185
10796,720575940615024543,720575940629063418,SAD,5,,-1,-5,1276,89
10797,720575940619210968,720575940625627024,GNG,1,,-1,-1,1514,1519
10798,720575940636079991,720575940622577336,IPS_L,2,,-1,-2,978,80
10799,720575940628256763,720575940623725972,ICL_R,1,GABA,-1,-1,445,470
10800,720575940627718394,720575940623725972,AVLP_L,8,GABA,-1,-8,443,470
10801,720575940616190651,720575940640651325,SAD,3,,-1,-3,1262,1351
10802,720575940636137591,720575940605214636,AMMC_L,3,,-1,-3,932,183
10803,720575940615592409,720575940614752395,SIP_R,1,ACH,1,1,329,435
10804,720575940618475101,720575940620424472,SIP_R,2,ACH,1,2,467,299
10805,720575940604839200,720575940631153194,AMMC_L,10,ACH,1,10,30,409
10806,720575940609832410,720575940617431325,WED_R,1,ACH,1,1,66,44
10807,720575940615592409,720575940628333788,AVLP_R,1,ACH,1,1,329,298
10808,720575940631866508,720575940615625053,SAD,2,ACH,1,2,1152,292
10809,720575940625910714,720575940635278455,AMMC_R,1,,-1,-1,634,668
10810,720575940605308082,720575940622577336,AVLP_R,3,GABA,-1,-3,394,80
10811,720575940616941201,720575940632109775,SLP_R,5,ACH,1,5,345,346
10812,720575940605209521,720575940621540586,AMMC_R,1,ACH,1,1,817,391
10813,720575940620537435,720575940638214461,AVLP_R,2,,-1,-2,531,5
10814,720575940628978409,720575940615625053,SAD,5,ACH,1,5,1576,292
10815,720575940617156445,720575940637919295,SAD,1,,-1,-1,933,857
10816,720575940615848788,720575940650920569,AMMC_L,5,ACH,1,5,1027,501
10817,720575940614332899,720575940634508174,AVLP_R,3,ACH,1,3,534,191
10818,720575940610674581,720575940629989879,AMMC_R,1,ACH,1,1,606,866
10819,720575940646735668,720575940621043753,SAD,1,,-1,-1,946,60
10820,720575940616661109,720575940628016983,GNG,3,,-1,-3,1369,74
10821,720575940610702968,720575940623406984,SAD,6,,-1,-6,1258,1373
10822,720575940640817204,720575940632499757,SAD,4,SER,-1,-4,804,135
10823,720575940614927989,720575940613682911,AMMC_L,1,,-1,-1,586,581
10824,720575940622082729,720575940639699059,AMMC_R,1,,-1,-1,995,1319
10825,720575940630057979,720575940630344396,AVLP_R,2,ACH,1,2,464,461
10826,720575940609522461,720575940618149336,SAD,1,ACH,1,1,1088,491
10827,720575940634299071,720575940606332629,SAD,3,GABA,-1,-3,397,18
10828,720575940637039962,720575940635959919,SAD,1,ACH,1,1,1592,1192
10829,720575940619930965,720575940640952027,AMMC_R,1,,-1,-1,1329,1216
10830,720575940621431247,720575940612153086,SAD,1,ACH,1,1,1247,81
10831,720575940619697624,720575940639648573,AMMC_R,1,,-1,-1,1555,1333
10832,720575940618342966,720575940629938487,AMMC_L,1,GABA,-1,-1,177,404
10833,720575940620910774,720575940627249039,AMMC_L,1,GABA,-1,-1,286,834
10834,720575940619415679,720575940627670032,AVLP_R,1,ACH,1,1,431,456
10835,720575940622518749,720575940604201830,AMMC_R,4,,-1,-4,991,184
10836,720575940630544967,720575940627455621,AMMC_L,4,ACH,1,4,1113,76
10837,720575940606938313,720575940623233238,SAD,1,,-1,-1,844,77
10838,720575940624724211,720575940609832410,SAD,1,,-1,-1,949,66
10839,720575940632128031,720575940612146174,AMMC_L,1,,-1,-1,1275,34
10840,720575940616479121,720575940631370336,SAD,1,ACH,1,1,1233,1174
10841,720575940614188149,720575940618149336,AMMC_L,1,ACH,1,1,1074,491
10842,720575940623979959,720575940621005677,GNG,1,,-1,-1,1535,1484
10843,720575940615469785,720575940621575774,SAD,2,ACH,1,2,1050,127
10844,720575940626793831,720575940627670032,GOR_R,5,ACH,1,5,469,456
10845,720575940621717469,720575940627201579,AMMC_R,1,GABA,-1,-1,182,181
10846,720575940636559534,720575940629552170,SAD,2,,-1,-2,938,503
10847,720575940604839200,720575940625345328,AMMC_L,30,ACH,1,30,30,175
10848,720575940624571116,720575940626241369,SAD,1,GABA,-1,-1,427,931
10849,720575940610261346,720575940619405812,SAD,1,ACH,1,1,1135,42
10850,720575940616941201,720575940629513478,ICL_R,1,ACH,1,1,345,296
10851,720575940623855397,720575940610455781,GOR_L,2,ACH,1,2,457,458
10852,720575940622449388,720575940625984528,SAD,1,ACH,1,1,1032,132
10853,720575940632022888,720575940612338674,SAD,2,ACH,1,2,536,284
10854,720575940629687824,720575940644968302,PVLP_L,4,GABA,-1,-4,226,408
10855,720575940624913596,720575940619034806,AMMC_R,1,,-1,-1,1001,94
10856,720575940616479121,720575940625454596,SAD,3,ACH,1,3,1233,86
10857,720575940612338674,720575940606010569,SAD,1,GABA,-1,-1,284,37
10858,720575940616121408,720575940622295585,SAD,2,GABA,-1,-2,387,510
10859,720575940626873240,720575940623897096,AL_L,1,,-1,-1,1508,687
10860,720575940633044634,720575940607188036,SAD,7,GABA,-1,-7,401,17
10861,720575940618941037,720575940627941431,SAD,1,,-1,-1,1042,1017
10862,720575940618524481,720575940622004106,AMMC_L,2,ACH,1,2,122,103
10863,720575940637054835,720575940628101126,SAD,2,ACH,1,2,1082,1087
10864,720575940629138959,720575940602720940,SAD,2,,-1,-2,916,918
10865,720575940628769239,720575940618770625,SAD,2,,-1,-2,580,566
10866,720575940622254375,720575940623787495,WED_L,5,ACH,1,5,35,150
10867,720575940609832410,720575940619491828,WED_L,3,ACH,1,3,66,221
10868,720575940632037260,720575940631153194,AMMC_R,2,,-1,-2,602,409
10869,720575940611029858,720575940622168088,SAD,1,ACH,1,1,1201,113
10870,720575940620931348,720575940636910825,EPA_R,1,ACH,1,1,475,455
10871,720575940640820788,720575940612153086,SAD,24,ACH,1,24,629,81
10872,720575940644036644,720575940659131009,AMMC_L,1,,-1,-1,1243,1261
10873,720575940621595399,720575940612146174,GNG,2,,-1,-2,1393,34
10874,720575940632385943,720575940631179807,NO,1,ACH,1,1,432,468
10875,720575940631461451,720575940625483962,AMMC_L,2,,-1,-2,754,91
10876,720575940614633867,720575940609648395,SAD,1,ACH,1,1,47,108
10877,720575940640507763,720575940620581748,AMMC_R,1,GABA,-1,-1,392,393
10878,720575940630202624,720575940629552170,SAD,6,GLUT,-1,-6,1134,503
10879,720575940634228124,720575940635330204,AMMC_R,15,ACH,1,15,508,171
10880,720575940622295585,720575940621717469,AMMC_R,14,,-1,-14,510,182
10881,720575940640748195,720575940612153086,SAD,2,ACH,1,2,1378,81
10882,720575940642309261,720575940639699059,AMMC_R,1,,-1,-1,1328,1319
10883,720575940614018060,720575940621397417,SAD,1,GABA,-1,-1,407,1153
10884,720575940620537734,720575940617795814,SAD,1,,-1,-1,1350,1609
10885,720575940617529669,720575940605611209,AVLP_R,1,GABA,-1,-1,350,366
10886,720575940621431247,720575940622168088,SAD,3,ACH,1,3,1247,113
10887,720575940632764883,720575940615592409,EPA_R,2,ACH,1,2,323,329
10888,720575940622254375,720575940631153194,SAD,5,ACH,1,5,35,409
10889,720575940643791304,720575940605214636,AMMC_L,1,,-1,-1,712,183
10890,720575940623090446,720575940630202624,SAD,1,GABA,-1,-1,289,1134
10891,720575940621136816,720575940620012253,SAD,3,,-1,-3,1321,130
10892,720575940617197057,720575940619034806,AMMC_R,1,GABA,-1,-1,280,94
10893,720575940624571116,720575940628649465,GNG,2,GABA,-1,-2,427,1455
10894,720575940610213785,720575940637128538,GNG,1,ACH,1,1,1464,1470
10895,720575940627939177,720575940632649697,SAD,1,GABA,-1,-1,290,6
10896,720575940613641915,720575940629394232,SAD,2,ACH,1,2,1235,499
10897,720575940632615379,720575940624245946,SAD,3,ACH,1,3,1578,125
10898,720575940617795814,720575940606010569,SAD,6,,-1,-6,1609,37
10899,720575940624700138,720575940632084705,SAD,44,GABA,-1,-44,129,105
10900,720575940622202858,720575940636395866,SAD,1,ACH,1,1,1245,1241
10901,720575940618901424,720575940629138959,,1,,-1,-1,921,916
10902,720575940603195494,720575940630303307,WED_L,2,ACH,1,2,100,360
10903,720575940630277175,720575940626228329,WED_R,5,ACH,1,5,73,217
10904,720575940611864243,720575940625887631,SAD,1,ACH,1,1,61,386
10905,720575940625972624,720575940605214636,SAD,2,,-1,-2,750,183
10906,720575940627939177,720575940626375785,SAD,4,GABA,-1,-4,290,1449
10907,720575940631866508,720575940608884931,,1,ACH,1,1,1152,1219
10908,720575940620694015,720575940630603091,AMMC_L,3,ACH,1,3,19,33
10909,720575940627027087,720575940615906388,WED_R,4,ACH,1,4,496,256
10910,720575940620581748,720575940627085199,AMMC_R,1,GABA,-1,-1,393,506
10911,720575940632129567,720575940646400644,AMMC_L,8,,-1,-8,840,75
10912,720575940633040097,720575940624704393,SAD,1,GABA,-1,-1,288,40
10913,720575940608432760,720575940620919578,AMMC_L,2,GABA,-1,-2,287,1099
10914,720575940625909962,720575940607570185,SAD,2,,-1,-2,926,92
10915,720575940635330204,720575940634508174,AVLP_R,1,GABA,-1,-1,171,191
10916,720575940617156445,720575940625763015,,1,,-1,-1,933,1403
10917,720575940611939314,720575940624571116,SAD,1,ACH,1,1,1497,427
10918,720575940617795814,720575940625454596,SAD,1,,-1,-1,1609,86
10919,720575940621835246,720575940606743170,AVLP_R,1,GABA,-1,-1,385,395
10920,720575940629063418,720575940615024543,SAD,1,ACH,1,1,89,1276
10921,720575940630749523,720575940627263375,AMMC_L,3,GABA,-1,-3,403,52
10922,720575940620694015,720575940640169947,AMMC_L,1,ACH,1,1,19,785
10923,720575940619415679,720575940626793831,EPA_R,1,ACH,1,1,431,469
10924,720575940627142666,720575940638214461,AMMC_L,22,ACH,1,22,545,5
10925,720575940622635817,720575940618599277,SAD,1,,-1,-1,1213,56
10926,720575940617156445,720575940615503249,SAD,1,,-1,-1,933,490
10927,720575940622754756,720575940625194014,SLP_R,1,ACH,1,1,272,306
10928,720575940622123981,720575940641359776,WED_R,3,GABA,-1,-3,170,137
10929,720575940641545888,720575940623322877,WED_L,2,GABA,-1,-2,186,169
10930,720575940638431029,720575940612153086,AMMC_R,4,ACH,1,4,1169,81
10931,720575940622969528,720575940634299071,AMMC_L,1,ACH,1,1,157,397
10932,720575940624116553,720575940611597298,SAD,2,,-1,-2,873,131
10933,720575940631326751,720575940612153086,SAD,3,ACH,1,3,1224,81
10934,720575940612001489,720575940634317724,AMMC_L,6,,-1,-6,3,321
10935,720575940619940811,720575940606332629,SAD,2,,-1,-2,733,18
10936,720575940622329212,720575940619742288,SAD,1,,-1,-1,996,977
10937,720575940622217992,720575940627883087,GNG,2,ACH,1,2,1411,1487
10938,720575940615503249,720575940625391397,SAD,1,GLUT,-1,-1,490,264
10939,720575940632466784,720575940629065154,SAD,8,ACH,1,8,797,133
10940,720575940626784899,720575940611223906,SAD,1,,-1,-1,1006,993
10941,720575940628356358,720575940604201830,SAD,9,ACH,1,9,544,184
10942,720575940627410944,720575940612523571,SAD,1,ACH,1,1,32,29
10943,720575940624224408,720575940617524053,GNG,1,ACH,1,1,1428,1426
10944,720575940613924271,720575940622123981,AMMC_R,2,ACH,1,2,626,170
10945,720575940622217992,720575940618055003,SAD,1,ACH,1,1,1411,1384
10946,720575940631370336,720575940639241279,AMMC_R,3,ACH,1,3,1174,49
10947,720575940640507763,720575940603636913,WED_R,1,GABA,-1,-1,392,39
10948,720575940635981742,720575940649911286,AMMC_L,1,GABA,-1,-1,399,149
10949,720575940630344396,720575940621431492,ICL_R,1,ACH,1,1,461,459
10950,720575940610079857,720575940635330204,AMMC_L,1,ACH,1,1,684,171
10951,720575940612763242,720575940621097398,GNG,2,ACH,1,2,1397,1500
10952,720575940620835327,720575940620910774,AMMC_L,1,GABA,-1,-1,174,286
10953,720575940624686268,720575940612960552,AMMC_L,1,,-1,-1,1291,1089
10954,720575940614633867,720575940618599277,WED_L,12,ACH,1,12,47,56
10955,720575940632764883,720575940624463242,EPA_R,1,ACH,1,1,323,451
10956,720575940615625053,720575940642163341,AMMC_L,2,GABA,-1,-2,292,547
10957,720575940632449619,720575940626042149,SAD,1,,-1,-1,1281,1025
10958,720575940614450774,720575940625454596,SPS_L,1,ACH,1,1,25,86
10959,720575940605627424,720575940627027087,AMMC_R,1,,-1,-1,953,496
10960,720575940629938487,720575940643418990,AMMC_L,2,GABA,-1,-2,404,769
10961,720575940623256202,720575940624662508,ICL_L,2,GABA,-1,-2,440,339
10962,720575940627939177,720575940616653429,AMMC_L,2,GABA,-1,-2,290,745
10963,720575940631425965,720575940630744019,AVLP_L,2,GABA,-1,-2,194,168
10964,720575940609221845,720575940603903264,SAD,1,,-1,-1,1372,484
10965,720575940644968302,720575940605095346,SAD,1,ACH,1,1,408,172
10966,720575940623322877,720575940635330204,GNG,1,GABA,-1,-1,169,171
10967,720575940625003964,720575940630530263,SAD,1,,-1,-1,1480,1479
10968,720575940614795410,720575940621218985,AMMC_L,4,,-1,-4,690,1106
10969,720575940631412832,720575940613783038,SAD,3,ACH,1,3,972,816
10970,720575940612419763,720575940618524481,AMMC_L,22,,-1,-22,843,122
10971,720575940635973989,720575940617882397,AMMC_L,6,ACH,1,6,807,79
10972,720575940619729835,720575940627109991,SAD,1,ACH,1,1,1071,1021
10973,720575940627952207,720575940636504553,AVLP_R,1,ACH,1,1,273,209
10974,720575940622123981,720575940615723077,SAD,1,GABA,-1,-1,170,58
10975,720575940629806206,720575940632084705,AMMC_L,1,,-1,-1,744,105
10976,720575940630258003,720575940635403230,WED_L,6,GABA,-1,-6,400,433
10977,720575940612136666,720575940619991232,GNG,1,,-1,-1,1345,1115
10978,720575940628349446,720575940620833974,SAD,2,,-1,-2,1137,494
10979,720575940615592409,720575940635130905,SIP_R,1,ACH,1,1,329,300
10980,720575940625763015,720575940626873240,GNG,1,ACH,1,1,1403,1508
10981,720575940642412941,720575940628267264,AVLP_L,17,ACH,1,17,27,405
10982,720575940640651325,720575940618896624,AMMC_R,2,,-1,-2,1351,1229
10983,720575940609927653,720575940642412941,WED_R,1,ACH,1,1,163,27
10984,720575940638214461,720575940622609678,AVLP_R,2,ACH,1,2,5,161
10985,720575940630820347,720575940620980323,SAD,5,,-1,-5,763,51
10986,720575940617066653,720575940609832410,AMMC_R,1,ACH,1,1,608,66
10987,720575940612338674,720575940616786315,AMMC_R,4,GABA,-1,-4,284,601
10988,720575940642063245,720575940638214461,AMMC_R,32,ACH,1,32,505,5
10989,720575940621540586,720575940609289284,AMMC_R,2,GABA,-1,-2,391,813
10990,720575940622254375,720575940631425965,AVLP_L,3,ACH,1,3,35,194
10991,720575940618603179,720575940632829507,SAD,2,ACH,1,2,1581,83
10992,720575940626793831,720575940628538732,EPA_L,2,ACH,1,2,469,422
10993,720575940622635817,720575940625779655,AMMC_L,1,,-1,-1,1213,268
10994,720575940638256949,720575940646400644,SAD,7,ACH,1,7,565,75
10995,720575940641545888,720575940625345328,AMMC_R,1,GABA,-1,-1,186,175
10996,720575940620444654,720575940621242025,GNG,2,ACH,1,2,1012,68
10997,720575940640753267,720575940628444667,SAD,4,,-1,-4,1048,1015
10998,720575940627455621,720575940615930299,WED_R,4,ACH,1,4,76,390
10999,720575940619930965,720575940620587713,AMMC_R,2,,-1,-2,1329,882
11000,720575940639405683,720575940625483962,SAD,4,,-1,-4,951,91
11001,720575940636910825,720575940621431492,GOR_L,1,ACH,1,1,455,459
11002,720575940607208114,720575940608487772,AMMC_R,1,,-1,-1,514,532
11003,720575940623233238,720575940620731631,GNG,1,ACH,1,1,77,71
11004,720575940624981436,720575940618149336,AMMC_L,12,,-1,-12,1046,491
11005,720575940631425965,720575940614927989,WED_L,1,GABA,-1,-1,194,586
11006,720575940623322877,720575940629144906,WED_R,1,GABA,-1,-1,169,318
11007,720575940604839200,720575940623322877,AVLP_L,28,ACH,1,28,30,169
11008,720575940623322877,720575940634571383,AVLP_R,1,GABA,-1,-1,169,173
11009,720575940646400644,720575940623233238,GNG,1,ACH,1,1,75,77
11010,720575940635330204,720575940630258003,SAD,1,GABA,-1,-1,171,400
11011,720575940607208114,720575940638214461,SAD,7,,-1,-7,514,5
11012,720575940611277293,720575940620694015,AMMC_L,3,ACH,1,3,14,19
11013,720575940610638434,720575940632649697,AMMC_L,2,ACH,1,2,128,6
11014,720575940634299071,720575940606619081,AMMC_L,3,GABA,-1,-3,397,770
11015,720575940632715359,720575940654117025,WED_R,2,ACH,1,2,22,38
11016,720575940604839200,720575940631153194,AVLP_R,2,ACH,1,2,30,409
11017,720575940615573597,720575940623735482,AMMC_L,2,,-1,-2,1053,126
11018,720575940629032015,720575940634837343,GNG,1,,-1,-1,1551,1517
11019,720575940630603091,720575940645728803,SAD,1,ACH,1,1,33,1590
11020,720575940639904475,720575940622577336,SAD,7,ACH,1,7,1574,80
11021,720575940626784899,720575940617884736,AMMC_R,1,,-1,-1,1006,281
11022,720575940630018115,720575940646400644,SAD,5,,-1,-5,569,75
11023,720575940634606693,720575940623322877,WED_R,1,ACH,1,1,93,169
11024,720575940635237727,720575940614840891,SAD,1,,-1,-1,747,43
11025,720575940616096306,720575940627235386,AMMC_R,8,,-1,-8,889,109
11026,720575940635058612,720575940623090446,SAD,1,,-1,-1,927,289
11027,720575940612679594,720575940623001736,AMMC_R,3,,-1,-3,1349,1265
11028,720575940646400644,720575940622004106,AMMC_L,3,ACH,1,3,75,103
11029,720575940620694015,720575940625345328,AMMC_L,11,ACH,1,11,19,175
11030,720575940618409797,720575940654117025,SAD,1,ACH,1,1,59,38
11031,720575940624245946,720575940623873829,VES_R,1,ACH,1,1,125,117
11032,720575940626557995,720575940618066415,GNG,1,ACH,1,1,964,41
11033,720575940634299071,720575940630223052,AMMC_L,8,GABA,-1,-8,397,13
11034,720575940635282910,720575940605095346,SAD,4,ACH,1,4,55,172
11035,720575940626798101,720575940624473918,PVLP_L,2,ACH,1,2,98,218
11036,720575940606743170,720575940622593476,AMMC_R,3,GABA,-1,-3,395,860
11037,720575940607208114,720575940632812867,SAD,3,,-1,-3,514,521
11038,720575940607386307,720575940650920569,SAD,2,,-1,-2,912,501
11039,720575940618522433,720575940629144906,AVLP_R,1,,-1,-1,2,318
11040,720575940600433181,720575940618599277,AMMC_L,4,ACH,1,4,824,56
11041,720575940616162235,720575940616804806,SAD,1,ACH,1,1,1220,67
11042,720575940641783437,720575940615700934,SAD,6,,-1,-6,976,983
11043,720575940633044634,720575940624562618,AMMC_L,4,GABA,-1,-4,401,771
11044,720575940627201579,720575940614014614,AMMC_R,1,GABA,-1,-1,181,507
11045,720575940609673369,720575940621800798,VES_L,2,ACH,1,2,57,78
11046,720575940640176848,720575940610455781,NO,1,ACH,1,1,472,458
11047,720575940634837343,720575940644611016,SAD,1,ACH,1,1,1517,1571
11048,720575940623562534,720575940639205198,SAD,1,,-1,-1,616,65
11049,720575940635545310,720575940604839200,AMMC_L,2,ACH,1,2,966,30
11050,720575940631866508,720575940627314088,GNG,1,ACH,1,1,1152,1101
11051,720575940634829168,720575940627496829,AVLP_L,16,ACH,1,16,434,454
11052,720575940607651083,720575940624109464,AMMC_R,2,ACH,1,2,1126,114
11053,720575940628306784,720575940634419040,SAD,1,ACH,1,1,1117,1317
11054,720575940615809349,720575940610759634,AMMC_L,1,ACH,1,1,1075,1254
11055,720575940617034398,720575940620356545,VES_R,1,ACH,1,1,336,479
11056,720575940617807227,720575940628379471,SAD,2,ACH,1,2,1580,1591
11057,720575940639699059,720575940632618700,SAD,1,,-1,-1,1319,645
11058,720575940605755424,720575940619941067,SAD,1,,-1,-1,741,734
11059,720575940622171169,720575940644611016,SAD,2,,-1,-2,1546,1571
11060,720575940634714075,720575940605929161,AMMC_R,2,ACH,1,2,1119,1176
11061,720575940629407020,720575940640176848,AVLP_L,1,ACH,1,1,477,472
11062,720575940616428884,720575940623233238,AMMC_L,9,,-1,-9,794,77
11063,720575940619302640,720575940611401709,PLP_L,1,ACH,1,1,463,474
11064,720575940630117879,720575940630028359,AMMC_L,2,,-1,-2,675,101
11065,720575940617431325,720575940631200327,SAD,3,ACH,1,3,44,1
11066,720575940616708108,720575940625344529,LAL_L,1,GABA,-1,-1,265,267
11067,720575940634317724,720575940616313942,PVLP_L,3,ACH,1,3,321,4
11068,720575940614544582,720575940620694015,AMMC_L,1,,-1,-1,571,19
11069,720575940620980323,720575940637663662,EPA_R,1,ACH,1,1,51,53
11070,720575940631100690,720575940627027087,AMMC_R,15,,-1,-15,1322,496
11071,720575940626606594,720575940619210968,SAD,1,,-1,-1,1561,1514
11072,720575940629938487,720575940623322877,AVLP_L,1,GABA,-1,-1,404,169
11073,720575940614018060,720575940624015459,WED_R,18,GABA,-1,-18,407,370
11074,720575940605214636,720575940624571116,SAD,3,GABA,-1,-3,183,427
11075,720575940631153194,720575940621835246,AMMC_R,1,ACH,1,1,409,385
11076,720575940630603091,720575940618524481,WED_L,1,ACH,1,1,33,122
11077,720575940623304906,720575940623322877,AVLP_R,1,ACH,1,1,147,169
11078,720575940614633867,720575940629513478,WED_R,3,ACH,1,3,47,296
11079,720575940623406984,720575940634419040,SAD,1,,-1,-1,1373,1317
11080,720575940605627424,720575940629316152,AMMC_R,6,,-1,-6,953,375
11081,720575940620910774,720575940614927989,SAD,1,GABA,-1,-1,286,586
11082,720575940624087283,720575940609076693,VES_R,1,ACH,1,1,63,45
11083,720575940617882397,720575940624087283,SPS_R,1,ACH,1,1,79,63
11084,720575940632522848,720575940610455781,VES_L,1,ACH,1,1,462,458
11085,720575940627538947,720575940637410394,AVLP_L,1,,-1,-1,543,398
11086,720575940644319796,720575940631179807,SCL_L,2,GABA,-1,-2,207,468
11087,720575940627314088,720575940639296189,SAD,1,ACH,1,1,1101,1290
11088,720575940624872179,720575940646400644,AMMC_L,1,ACH,1,1,121,75
11089,720575940637410394,720575940606332629,AL_L,1,GABA,-1,-1,398,18
11090,720575940620249734,720575940623020263,AMMC_L,8,ACH,1,8,1292,489
11091,720575940615723077,720575940618409797,AMMC_R,2,ACH,1,2,58,59
11092,720575940632649567,720575940635330204,AVLP_R,14,ACH,1,14,160,171
11093,720575940604299454,720575940622482445,GNG,1,,-1,-1,1446,1391
11094,720575940654117025,720575940621717469,WED_R,1,ACH,1,1,38,182
11095,720575940630530263,720575940624571116,GNG,2,ACH,1,2,1479,427
11096,720575940644252951,720575940644300323,AVLP_L,10,ACH,1,10,343,452
11097,720575940624761075,720575940618898230,GNG,1,,-1,-1,1532,1362
11098,720575940606332629,720575940616611382,AVLP_R,1,ACH,1,1,18,143
11099,720575940625345328,720575940628846966,WED_L,1,GABA,-1,-1,175,294
11100,720575940630630225,720575940630603091,AMMC_L,11,,-1,-11,705,33
11101,720575940617034398,720575940606687957,BU_L,1,ACH,1,1,336,313
11102,720575940628267264,720575940603186790,AVLP_L,4,GABA,-1,-4,405,155
11103,720575940627939177,720575940643791304,AMMC_L,2,GABA,-1,-2,290,712
11104,720575940634299071,720575940627142666,SAD,1,GABA,-1,-1,397,545
11105,720575940626565455,720575940637663662,SAD,5,ACH,1,5,1016,53
11106,720575940629534458,720575940633738209,AMMC_R,3,ACH,1,3,1065,1367
11107,720575940621218985,720575940628543473,SAD,1,ACH,1,1,1106,736
11108,720575940637418549,720575940624571116,SAD,2,ACH,1,2,563,427
11109,720575940618342966,720575940620581748,WED_R,7,GABA,-1,-7,177,393
11110,720575940625984528,720575940634606693,SAD,4,GLUT,-1,-4,132,93
11111,720575940635330204,720575940618758753,WED_R,3,GABA,-1,-3,171,26
11112,720575940646518382,720575940606687957,SCL_L,1,ACH,1,1,480,313
11113,720575940621835246,720575940619415679,AVLP_R,9,GABA,-1,-9,385,431
11114,720575940622344170,720575940627455621,SAD,6,ACH,1,6,1079,76
11115,720575940602506208,720575940607570185,GNG,1,ACH,1,1,1037,92
11116,720575940620322753,720575940627538947,AMMC_L,6,,-1,-6,572,543
11117,720575940637410394,720575940623787495,AVLP_L,32,GABA,-1,-32,398,150
11118,720575940645728803,720575940633044634,AMMC_L,2,ACH,1,2,1590,401
11119,720575940639090395,720575940624571116,AMMC_R,1,,-1,-1,1490,427
11120,720575940616809401,720575940604839200,WED_L,2,ACH,1,2,15,30
11121,720575940612146174,720575940618599277,AMMC_L,5,ACH,1,5,34,56
11122,720575940616190651,720575940615723077,AMMC_R,4,,-1,-4,1262,58
11123,720575940641783437,720575940630992557,AL_L,1,,-1,-1,976,1090
11124,720575940619508033,720575940609513841,SAD,1,,-1,-1,567,185
11125,720575940609522382,720575940617575760,SAD,4,ACH,1,4,46,373
11126,720575940628649465,720575940607570185,SAD,1,ACH,1,1,1455,92
11127,720575940640176848,720575940627670032,EPA_R,7,ACH,1,7,472,456
11128,720575940621464344,720575940633040097,SAD,3,,-1,-3,552,288
11129,720575940621308341,720575940627952207,AVLP_R,27,ACH,1,27,141,273
11130,720575940627103518,720575940629141775,AMMC_L,2,,-1,-2,1010,961
11131,720575940635067034,720575940627103518,AMMC_L,2,,-1,-2,981,1010
11132,720575940629044071,720575940626242191,AMMC_L,1,,-1,-1,583,549
11133,720575940644635172,720575940654117025,AMMC_R,2,,-1,-2,881,38
11134,720575940640651325,720575940620833974,SAD,6,,-1,-6,1351,494
11135,720575940613311151,720575940614633867,AMMC_R,15,,-1,-15,134,47
11136,720575940605214636,720575940619491828,SAD,1,GABA,-1,-1,183,221
11137,720575940618599872,720575940616633925,SAD,3,ACH,1,3,1067,72
11138,720575940620516846,720575940610358990,AMMC_L,4,,-1,-4,787,31
11139,720575940610595118,720575940646400644,AMMC_L,17,,-1,-17,737,75
11140,720575940600646173,720575940603195494,SAD,1,ACH,1,1,1577,100
11141,720575940620859886,720575940611088563,SAD,1,,-1,-1,293,1260
11142,720575940637834301,720575940604445868,AVLP_L,3,ACH,1,3,333,341
11143,720575940629022149,720575940629552170,AMMC_L,20,ACH,1,20,1026,503
11144,720575940632998136,720575940635981742,AVLP_L,4,GABA,-1,-4,396,399
11145,720575940629237036,720575940639811469,AMMC_R,1,,-1,-1,512,178
11146,720575940608035374,720575940632084705,WED_L,2,ACH,1,2,97,105
11147,720575940618135109,720575940610116581,SAD,1,,-1,-1,941,406
11148,720575940623897096,720575940630603091,SAD,1,,-1,-1,687,33
11149,720575940623001736,720575940628244064,SAD,4,,-1,-4,1265,483
11150,720575940616080212,720575940612153086,SAD,7,ACH,1,7,646,81
11151,720575940644072483,720575940630131218,PVLP_L,1,ACH,1,1,90,85
11152,720575940622254375,720575940634299071,AVLP_L,3,ACH,1,3,35,397
